,# edges,JSD
0,200,0.007848
1,400,0.007673
2,600,0.007075875
3,800,0.008636
4,1000,0.009583
5,1200,0.012845513
6,1400,0.014709006
7,1600,0.018258721
8,1800,0.021011833
9,2000,0.024752202
10,100,0.006683
