,# edges,JSD
0,200,0.00039966
1,400,0.000696231
2,600,0.000559393
3,800,0.000577526
4,1000,0.000621708
5,1200,0.000596862
6,1400,0.000683643
7,1600,0.000586754
8,1800,0.000524973
9,2000,0.000524973
10,100,0.000386
