,blpa-acc,blpa-time,blpa-f1,blpa-#-shards,bekm-acc,bekm-time,bekm-f1,bekm-#-shards
500,0.5134228187919463,27.992616891860962,0.3392461197339246,20,0.48322147651006714,16.64365005493164,0.48207836764174794,19
1500,0.5201342281879194,31.788338899612427,0.3543626804842204,20,0.47651006711409394,18.127291679382324,0.35347129506008007,20
2000,0.5134228187919463,29.175647020339966,0.3392461197339246,20,0.5134228187919463,18.09255290031433,0.5030763038353172,20
