,retrain_loss,unlearn_loss
0,0.7063119411468506,0.7665042877197266
1,0.7122296690940857,0.7674557566642761
2,0.7204360961914062,0.763952374458313
3,0.7251573801040649,0.7674791812896729
4,0.7436432838439941,0.7675227522850037
5,0.7108825445175171,0.7678527235984802
6,0.7212722897529602,0.7666687965393066
7,0.71466064453125,0.7670210599899292
8,0.712010383605957,0.7680133581161499
9,0.7203460335731506,0.7647160887718201
10,0.7350983619689941,0.7685093879699707
11,0.7076362371444702,0.7666319608688354
12,0.7196769118309021,0.7685979604721069
13,0.7449991106987,0.7671434879302979
14,0.736998438835144,0.7655717134475708
15,0.7157991528511047,0.7663366794586182
16,0.7236824035644531,0.7659907341003418
17,0.7382428050041199,0.7669516205787659
18,0.7422192692756653,0.7667120695114136
19,0.7339532971382141,0.7680143713951111
20,0.755674421787262,0.765412449836731
21,0.6948069334030151,0.7668606638908386
22,0.7243807911872864,0.7690415978431702
23,0.7362301349639893,0.7676137089729309
24,0.7125076651573181,0.7685357332229614
25,0.7184596061706543,0.7655097246170044
26,0.7052783370018005,0.7660840749740601
27,0.7142006158828735,0.7676133513450623
28,0.7290207147598267,0.7688387036323547
29,0.7283164262771606,0.7677254676818848
30,0.7016044855117798,0.768600583076477
31,0.7026177644729614,0.7680622339248657
32,0.713504433631897,0.767622709274292
33,0.714510440826416,0.7662518620491028
34,0.7308703660964966,0.7658970952033997
35,0.7097591757774353,0.7670964598655701
36,0.7681987285614014,0.7649297118186951
37,0.7469921112060547,0.7678304314613342
38,0.7300907373428345,0.7687291502952576
39,0.7180444598197937,0.7664843201637268
40,0.7088521122932434,0.7654995322227478
41,0.7136668562889099,0.7675334811210632
42,0.711273193359375,0.7668289542198181
43,0.7037801146507263,0.7672281265258789
44,0.7160951495170593,0.765105664730072
45,0.7229238748550415,0.7663453817367554
46,0.7470906972885132,0.7682541608810425
47,0.7084596753120422,0.7657052874565125
48,0.7247739434242249,0.7673287391662598
49,0.7249401807785034,0.7648782134056091
50,0.7133067846298218,0.768390953540802
51,0.716114342212677,0.7660855054855347
52,0.7071166038513184,0.7663118839263916
53,0.7252539396286011,0.7671639323234558
54,0.7208407521247864,0.7650132179260254
55,0.7186111211776733,0.7660290002822876
56,0.7185132503509521,0.7664442658424377
57,0.7099766731262207,0.766843855381012
58,0.7113677859306335,0.7652713656425476
59,0.7175767421722412,0.7675365209579468
60,0.7105876803398132,0.7676087617874146
61,0.7021450400352478,0.7681976556777954
62,0.7087984085083008,0.7685282230377197
63,0.7126893401145935,0.7665030360221863
64,0.7207484841346741,0.7697075605392456
65,0.7069260478019714,0.7662221789360046
66,0.7162978649139404,0.7675186991691589
67,0.7312900424003601,0.7663033604621887
68,0.7150492668151855,0.7663851976394653
69,0.6824153065681458,0.7689186334609985
70,0.7254710793495178,0.7664610743522644
71,0.698543906211853,0.7650343775749207
72,0.7065815329551697,0.7676641345024109
73,0.7103027105331421,0.7668051719665527
74,0.7208601832389832,0.7672985196113586
75,0.7168093919754028,0.7655990123748779
76,0.7190834283828735,0.7666435241699219
77,0.7166597843170166,0.7661828994750977
78,0.7270405888557434,0.7675992250442505
79,0.7191374897956848,0.7650913000106812
80,0.726435661315918,0.7675189971923828
81,0.7322766780853271,0.7678812146186829
82,0.7291539311408997,0.7674919366836548
83,0.7270961403846741,0.7653254270553589
84,0.7207032442092896,0.766566276550293
85,0.7147042751312256,0.7666949033737183
86,0.7225881814956665,0.7705217599868774
87,0.7123770713806152,0.7675423622131348
88,0.7099978923797607,0.7634645104408264
89,0.733197808265686,0.7673772573471069
90,0.7317724823951721,0.7677505016326904
91,0.7262564301490784,0.76801598072052
92,0.7042372822761536,0.7657665014266968
93,0.7171711325645447,0.7649977207183838
94,0.7358410954475403,0.7667485475540161
95,0.7183096408843994,0.7692543864250183
96,0.7265974879264832,0.7643293142318726
97,0.7164616584777832,0.767760694026947
98,0.7230476140975952,0.7654661536216736
99,0.6932995915412903,0.765512228012085
