,# edges,partition,running time,accuracy,f1,# shards
0,200,blpa,66.04010558128357,0.7972972972972973,0.7138047201631686,5
1,200,bekm,277.3580780029297,0.46396396396396394,0.39820096686645057,20
2,400,blpa,170.27736496925354,0.7642642642642643,0.7027748951522139,12
3,400,bekm,277.43719148635864,0.5075075075075075,0.44014536503624463,20
4,600,blpa,215.14239597320557,0.7042042042042042,0.6441862186401829,15
5,600,bekm,269.57125902175903,0.515015015015015,0.45266186339846826,20
6,800,blpa,210.97488355636597,0.6906906906906907,0.6328378561560831,16
7,800,bekm,288.86997747421265,0.493993993993994,0.4377829175103236,20
8,1000,blpa,248.7591106891632,0.6636636636636637,0.6047223823853244,18
9,1000,bekm,273.0117292404175,0.4864864864864865,0.42016557094243345,20
10,1200,blpa,269.6483232975006,0.6411411411411412,0.5843265907427089,19
11,1200,bekm,279.88195848464966,0.49099099099099097,0.4336582634148751,20
12,1400,blpa,269.5143723487854,0.6186186186186187,0.5693468173317121,20
13,1400,bekm,265.82104897499084,0.481981981981982,0.42826914572730507,20
14,1600,blpa,272.4136018753052,0.6171171171171171,0.5654235965915118,20
15,1600,bekm,272.03666162490845,0.48348348348348347,0.42308643153608244,20
16,1800,blpa,276.4536838531494,0.6261261261261262,0.5734624581625057,20
17,1800,bekm,298.00288486480713,0.487987987987988,0.42392412811932295,20
18,2000,blpa,282.2062723636627,0.6261261261261262,0.57457009321954,20
19,2000,bekm,270.5959413051605,0.487987987987988,0.43272462064251926,20
20,200,blpa,108.97599029541016,0.7807807807807807,0.7110838844442444,8
21,200,bekm,294.49872183799744,0.496996996996997,0.4351729286716286,20
22,400,blpa,191.25944304466248,0.7192192192192193,0.6511267468416674,13
23,400,bekm,298.2568869590759,0.481981981981982,0.41689224814420767,20
24,600,blpa,235.3483281135559,0.6786786786786787,0.6222031076656188,16
25,600,bekm,268.2249939441681,0.4984984984984985,0.4333458913525723,20
26,800,blpa,229.8429148197174,0.6726726726726727,0.6161138044599735,17
27,800,bekm,274.61157417297363,0.506006006006006,0.44025458294148584,20
28,1000,blpa,263.99347829818726,0.6486486486486487,0.5962933732057167,18
29,1000,bekm,299.15280985832214,0.515015015015015,0.45300802142314733,20
30,1200,blpa,263.5021016597748,0.6606606606606606,0.6033587818197981,18
31,1200,bekm,284.2266535758972,0.4984984984984985,0.4391065319540918,20
32,1400,blpa,258.32181572914124,0.6381381381381381,0.5844398817385694,19
33,1400,bekm,275.7921380996704,0.4774774774774775,0.41482591633890276,20
34,1600,blpa,281.51085901260376,0.6441441441441441,0.5889490606031101,19
