,# edges,setting,accuracy,f1
99,100,unlearn,0.37987987987987987,0.26615312261041973
100,200,retrain,0.6816816816816816,0.635935388808995
101,200,unlearn,0.33483483483483484,0.15699470611546518
102,400,retrain,0.6396396396396397,0.599044258941904
103,400,unlearn,0.33933933933933935,0.19014874798646988
104,800,retrain,0.5735735735735735,0.5535170745523733
105,800,unlearn,0.3408408408408408,0.15986704144915898
106,1000,retrain,0.551051051051051,0.5169974630582392
107,1000,unlearn,0.3048048048048048,0.15530890061219352
108,0,retrain,0.7027027027027027,0.6578628435609781
109,0,unlearn,0.7027027027027027,0.6578628435609781
110,100,retrain,0.7012012012012012,0.6518288753112432
111,100,unlearn,0.24624624624624625,0.15520916179721614
112,200,retrain,0.6801801801801802,0.6221667030552199
113,200,unlearn,0.24474474474474475,0.1516537321677841
114,400,retrain,0.6486486486486487,0.611746841321276
115,400,unlearn,0.23423423423423423,0.13318937371645875
116,800,retrain,0.5960960960960962,0.5456333647521305
117,800,unlearn,0.21771771771771772,0.11840529772515067
118,1000,retrain,0.5345345345345346,0.509645413366874
119,1000,unlearn,0.24174174174174173,0.14946192081876
