,# edges,setting,accuracy,f1
90,400,retrain,0.6756756756756757,0.5877495955169479
91,400,unlearn,0.7057057057057057,0.6622088328210414
92,800,retrain,0.6486486486486487,0.6013756855366422
93,800,unlearn,0.6966966966966966,0.6599315250356835
94,1000,retrain,0.6411411411411412,0.613269942079305
95,1000,unlearn,0.6831831831831832,0.6426908659935849
96,0,retrain,0.7027027027027027,0.6459469182776642
97,0,unlearn,0.7027027027027027,0.6459469182776642
98,100,retrain,0.6996996996996997,0.647257285358302
99,100,unlearn,0.6756756756756757,0.5849790764627072
100,200,retrain,0.7117117117117117,0.6679977631243909
101,200,unlearn,0.6756756756756757,0.5858906016800755
102,400,retrain,0.6891891891891891,0.6430748897630307
103,400,unlearn,0.6666666666666666,0.5839205311434988
104,800,retrain,0.6516516516516516,0.5739334115557938
105,800,unlearn,0.6531531531531531,0.5731785984563987
106,1000,retrain,0.6516516516516516,0.5969344747829513
107,1000,unlearn,0.6411411411411412,0.5635078831022694
108,0,retrain,0.6936936936936937,0.6004767685228262
109,0,unlearn,0.6936936936936937,0.6004767685228262
110,100,retrain,0.7117117117117117,0.6727775111103468
111,100,unlearn,0.6996996996996997,0.6064134123996346
112,200,retrain,0.7072072072072072,0.6709632450778131
113,200,unlearn,0.6951951951951952,0.6018643492951207
114,400,retrain,0.6861861861861862,0.6373445543538397
115,400,unlearn,0.6891891891891891,0.5962303275154178
116,800,retrain,0.6636636636636637,0.6256059410328013
117,800,unlearn,0.6741741741741741,0.5852345255124404
118,1000,retrain,0.6636636636636637,0.620573930452956
119,1000,unlearn,0.6636636636636637,0.5761023959108286
