,# edges,setting,accuracy,privacy leakage,running time
206,800,max-degree-U,0.8590604026845637,0.6575,1.9121031761169434
207,1000,max-degree-O,0.0,0.767,0.0
208,1000,max-degree-R,0.8624161073825504,0.619,1.9332396984100342
209,1000,max-degree-U,0.8590604026845637,0.596,1.9341022968292236
210,100,min-degree-O,0.0,0.56,0.0
211,100,min-degree-R,0.8624161073825504,0.19999999999999996,2.314944267272949
212,100,min-degree-U,0.8691275167785235,0.20999999999999996,0.9169516563415527
213,200,min-degree-O,0.0,0.615,0.0
214,200,min-degree-R,0.8691275167785235,0.17500000000000004,2.2537057399749756
215,200,min-degree-U,0.8657718120805369,0.20499999999999996,0.8947694301605225
216,400,min-degree-O,0.0,0.6875,0.0
217,400,min-degree-R,0.8691275167785235,0.18500000000000005,2.0146453380584717
218,400,min-degree-U,0.8657718120805369,0.24750000000000005,1.4800798892974854
219,800,min-degree-O,0.0,0.565,0.0
220,800,min-degree-R,0.8624161073825504,0.25125,3.200655937194824
221,800,min-degree-U,0.8624161073825504,0.25249999999999995,2.0249311923980713
222,1000,min-degree-O,0.0,0.55,0.0
223,1000,min-degree-R,0.8590604026845637,0.267,2.7729828357696533
224,1000,min-degree-U,0.8624161073825504,0.266,2.5144340991973877
225,100,saliency-O,0.0,0.54,0.0
226,100,saliency-R,0.8691275167785235,0.15000000000000002,2.2426722049713135
227,100,saliency-U,0.8624161073825504,0.17000000000000004,0.982208251953125
228,200,saliency-O,0.0,0.575,0.0
229,200,saliency-R,0.8624161073825504,0.22999999999999998,1.9846713542938232
230,200,saliency-U,0.8657718120805369,0.22999999999999998,1.0055584907531738
231,400,saliency-O,0.0,0.58,0.0
232,400,saliency-R,0.87248322147651,0.27,1.7385146617889404
233,400,saliency-U,0.8657718120805369,0.3275,1.1795580387115479
234,800,saliency-O,0.0,0.57375,0.0
235,800,saliency-R,0.8590604026845637,0.34125000000000005,2.279963493347168
236,800,saliency-U,0.8590604026845637,0.34624999999999995,1.916947841644287
237,1000,saliency-O,0.0,0.603,0.0
238,1000,saliency-R,0.87248322147651,0.33999999999999997,1.8877136707305908
239,1000,saliency-U,0.8590604026845637,0.357,2.1852023601531982
240,100,random-O,0.0,0.67,0.0
241,100,random-R,0.8590604026845637,0.41000000000000003,2.3513591289520264
242,100,random-U,0.8624161073825504,0.45999999999999996,0.8814394474029541
243,200,random-O,0.0,0.71,0.0
244,200,random-R,0.8691275167785235,0.475,2.009225368499756
245,200,random-U,0.8624161073825504,0.46499999999999997,0.9866194725036621
246,400,random-O,0.0,0.7075,0.0
247,400,random-R,0.87248322147651,0.45499999999999996,2.1185781955718994
248,400,random-U,0.8624161073825504,0.4125,1.6442945003509521
249,800,random-O,0.0,0.65125,0.0
250,800,random-R,0.8624161073825504,0.4375,1.989201545715332
251,800,random-U,0.8624161073825504,0.4525,1.9092433452606201
252,1000,random-O,0.0,0.687,0.0
253,1000,random-R,0.8590604026845637,0.44199999999999995,1.8340106010437012
254,1000,random-U,0.8624161073825504,0.41000000000000003,2.656421184539795
255,100,max-degree-O,0.0,0.91,0.0
256,100,max-degree-R,0.8691275167785235,0.78,1.9735019207000732
257,100,max-degree-U,0.8590604026845637,0.74,0.7150552272796631
258,200,max-degree-O,0.0,0.88,0.0
259,200,max-degree-R,0.8691275167785235,0.76,1.8242971897125244
260,200,max-degree-U,0.8590604026845637,0.645,0.9093689918518066
261,400,max-degree-O,0.0,0.8575,0.0
262,400,max-degree-R,0.8624161073825504,0.7224999999999999,2.1799144744873047
263,400,max-degree-U,0.8624161073825504,0.74,1.3422253131866455
264,800,max-degree-O,0.0,0.815,0.0
265,800,max-degree-R,0.8624161073825504,0.64,2.2215981483459473
266,800,max-degree-U,0.8590604026845637,0.6325000000000001,1.9402201175689697
267,1000,max-degree-O,0.0,0.776,0.0
268,1000,max-degree-R,0.8624161073825504,0.626,2.1190412044525146
269,1000,max-degree-U,0.8590604026845637,0.629,1.9127013683319092
270,100,min-degree-O,0.0,0.49,0.0
271,100,min-degree-R,0.8758389261744967,0.18000000000000005,2.050609827041626
272,100,min-degree-U,0.8691275167785235,0.18999999999999995,0.9986426830291748
273,200,min-degree-O,0.0,0.61,0.0
274,200,min-degree-R,0.87248322147651,0.235,2.049635171890259
275,200,min-degree-U,0.8657718120805369,0.21499999999999997,0.9985177516937256
276,400,min-degree-O,0.0,0.5525,0.0
277,400,min-degree-R,0.8624161073825504,0.245,2.021284580230713
278,400,min-degree-U,0.8657718120805369,0.245,1.7479088306427002
279,800,min-degree-O,0.0,0.56875,0.0
280,800,min-degree-R,0.8624161073825504,0.23750000000000004,2.1387939453125
281,800,min-degree-U,0.8624161073825504,0.1875,1.967144250869751
282,1000,min-degree-O,0.0,0.567,0.0
283,1000,min-degree-R,0.8624161073825504,0.257,2.5838193893432617
284,1000,min-degree-U,0.8624161073825504,0.22899999999999998,2.41619873046875
285,100,saliency-O,0.0,0.55,0.0
286,100,saliency-R,0.8657718120805369,0.15000000000000002,2.0000476837158203
287,100,saliency-U,0.8624161073825504,0.16000000000000003,0.9911673069000244
288,200,saliency-O,0.0,0.53,0.0
289,200,saliency-R,0.87248322147651,0.21499999999999997,2.0351178646087646
290,200,saliency-U,0.8657718120805369,0.22999999999999998,0.8360540866851807
291,400,saliency-O,0.0,0.5275,0.0
292,400,saliency-R,0.8691275167785235,0.29000000000000004,1.804894208908081
293,400,saliency-U,0.8657718120805369,0.2925,1.4299163818359375
294,800,saliency-O,0.0,0.56875,0.0
295,800,saliency-R,0.8590604026845637,0.33499999999999996,2.582810640335083
296,800,saliency-U,0.8590604026845637,0.36375,1.834977149963379
297,1000,saliency-O,0.0,0.615,0.0
298,1000,saliency-R,0.8691275167785235,0.364,1.7683587074279785
299,1000,saliency-U,0.8590604026845637,0.363,2.151829719543457
300,100,random-O,0.0,0.7,0.0
301,100,random-R,0.8691275167785235,0.4,1.8844540119171143
302,100,random-U,0.8624161073825504,0.4,0.8334183692932129
303,200,random-O,0.0,0.7,0.0
304,200,random-R,0.8657718120805369,0.43000000000000005,1.8661437034606934
305,200,random-U,0.8624161073825504,0.44999999999999996,0.9751198291778564
306,400,random-O,0.0,0.68,0.0
307,400,random-R,0.8590604026845637,0.4475,1.8279469013214111
308,400,random-U,0.8590604026845637,0.43500000000000005,1.3175151348114014
309,800,random-O,0.0,0.685,0.0
310,800,random-R,0.87248322147651,0.4475,2.0271339416503906
311,800,random-U,0.8624161073825504,0.42125,2.0158281326293945
312,1000,random-O,0.0,0.705,0.0
313,1000,random-R,0.8691275167785235,0.42200000000000004,1.9510748386383057
314,1000,random-U,0.8624161073825504,0.42400000000000004,2.1942684650421143
315,100,max-degree-O,0.0,0.92,0.0
316,100,max-degree-R,0.8590604026845637,0.79,2.162569284439087
317,100,max-degree-U,0.8590604026845637,0.77,0.7276599407196045
318,200,max-degree-O,0.0,0.845,0.0
319,200,max-degree-R,0.8624161073825504,0.77,2.1467509269714355
320,200,max-degree-U,0.8590604026845637,0.72,0.9465179443359375
321,400,max-degree-O,0.0,0.845,0.0
322,400,max-degree-R,0.8590604026845637,0.73,2.0824756622314453
323,400,max-degree-U,0.8624161073825504,0.735,1.1782827377319336
324,800,max-degree-O,0.0,0.8075,0.0
325,800,max-degree-R,0.8590604026845637,0.6425000000000001,2.396397113800049
326,800,max-degree-U,0.8590604026845637,0.6487499999999999,1.6716878414154053
327,1000,max-degree-O,0.0,0.787,0.0
328,1000,max-degree-R,0.8590604026845637,0.605,2.080930471420288
329,1000,max-degree-U,0.8590604026845637,0.601,1.8580853939056396
330,100,min-degree-O,0.0,0.5,0.0
331,100,min-degree-R,0.87248322147651,0.16000000000000003,1.9274845123291016
332,100,min-degree-U,0.8691275167785235,0.19999999999999996,0.8145155906677246
333,200,min-degree-O,0.0,0.575,0.0
334,200,min-degree-R,0.87248322147651,0.18500000000000005,2.0813190937042236
335,200,min-degree-U,0.8657718120805369,0.20999999999999996,1.0571377277374268
336,400,min-degree-O,0.0,0.5825,0.0
337,400,min-degree-R,0.87248322147651,0.24250000000000005,1.914987325668335
338,400,min-degree-U,0.8657718120805369,0.23750000000000004,1.7337665557861328
339,800,min-degree-O,0.0,0.585,0.0
340,800,min-degree-R,0.8590604026845637,0.22124999999999995,2.360978841781616
341,800,min-degree-U,0.8624161073825504,0.22375,2.585101366043091
342,1000,min-degree-O,0.0,0.567,0.0
343,1000,min-degree-R,0.8657718120805369,0.22199999999999998,2.5660507678985596
344,1000,min-degree-U,0.8624161073825504,0.242,2.9121041297912598
345,100,saliency-O,0.0,0.64,0.0
346,100,saliency-R,0.8624161073825504,0.18999999999999995,2.0059852600097656
347,100,saliency-U,0.8624161073825504,0.19999999999999996,0.8997433185577393
348,200,saliency-O,0.0,0.62,0.0
349,200,saliency-R,0.87248322147651,0.245,1.6670398712158203
350,200,saliency-U,0.8657718120805369,0.22499999999999998,0.894479513168335
351,400,saliency-O,0.0,0.52,0.0
352,400,saliency-R,0.8590604026845637,0.29000000000000004,1.9673571586608887
353,400,saliency-U,0.8657718120805369,0.29500000000000004,1.2853102684020996
354,800,saliency-O,0.0,0.61625,0.0
355,800,saliency-R,0.8691275167785235,0.355,2.0159718990325928
356,800,saliency-U,0.8590604026845637,0.34125000000000005,1.7174396514892578
357,1000,saliency-O,0.0,0.615,0.0
358,1000,saliency-R,0.87248322147651,0.346,1.7586655616760254
359,1000,saliency-U,0.8590604026845637,0.354,2.1690311431884766
360,100,random-O,0.0,0.65,0.0
361,100,random-R,0.8691275167785235,0.43000000000000005,1.7414445877075195
362,100,random-U,0.8624161073825504,0.44999999999999996,0.8069136142730713
363,200,random-O,0.0,0.675,0.0
364,200,random-R,0.8691275167785235,0.47,1.9255027770996094
365,200,random-U,0.8624161073825504,0.45999999999999996,0.9772319793701172
366,400,random-O,0.0,0.6675,0.0
367,400,random-R,0.8624161073825504,0.4225,2.6077804565429688
368,400,random-U,0.8624161073825504,0.44499999999999995,1.7194244861602783
369,800,random-O,0.0,0.67625,0.0
370,800,random-R,0.8489932885906041,0.41500000000000004,3.284576892852783
371,800,random-U,0.8624161073825504,0.4425,1.9799416065216064
372,1000,random-O,0.0,0.707,0.0
373,1000,random-R,0.8557046979865772,0.44799999999999995,2.635737419128418
374,1000,random-U,0.8624161073825504,0.43300000000000005,2.4743804931640625
375,100,max-degree-O,0.0,0.91,0.0
376,100,max-degree-R,0.8590604026845637,0.76,2.084744691848755
377,100,max-degree-U,0.8590604026845637,0.76,0.7753353118896484
378,200,max-degree-O,0.0,0.86,0.0
379,200,max-degree-R,0.8657718120805369,0.785,1.9897291660308838
380,200,max-degree-U,0.8590604026845637,0.685,0.8853309154510498
381,400,max-degree-O,0.0,0.835,0.0
382,400,max-degree-R,0.8624161073825504,0.6925,2.369600772857666
383,400,max-degree-U,0.8624161073825504,0.685,1.1174535751342773
384,800,max-degree-O,0.0,0.8,0.0
385,800,max-degree-R,0.8624161073825504,0.65375,1.9236478805541992
386,800,max-degree-U,0.8590604026845637,0.66875,1.6791398525238037
387,1000,max-degree-O,0.0,0.788,0.0
388,1000,max-degree-R,0.8624161073825504,0.617,2.433340549468994
389,1000,max-degree-U,0.8590604026845637,0.619,1.9507958889007568
390,100,min-degree-O,0.0,0.6,0.0
391,100,min-degree-R,0.8691275167785235,0.19999999999999996,2.7812445163726807
392,100,min-degree-U,0.8691275167785235,0.18000000000000005,1.2780776023864746
393,200,min-degree-O,0.0,0.515,0.0
394,200,min-degree-R,0.87248322147651,0.18000000000000005,1.826859474182129
395,200,min-degree-U,0.8657718120805369,0.21999999999999997,1.2327780723571777
396,400,min-degree-O,0.0,0.6325,0.0
397,400,min-degree-R,0.87248322147651,0.22999999999999998,1.8463771343231201
398,400,min-degree-U,0.8657718120805369,0.245,1.7909650802612305
399,800,min-degree-O,0.0,0.57,0.0
400,800,min-degree-R,0.8590604026845637,0.24624999999999997,2.6211092472076416
401,800,min-degree-U,0.8624161073825504,0.24624999999999997,1.9058995246887207
402,1000,min-degree-O,0.0,0.583,0.0
403,1000,min-degree-R,0.8691275167785235,0.253,2.1803343296051025
404,1000,min-degree-U,0.8624161073825504,0.245,2.837463617324829
405,100,saliency-O,0.0,0.57,0.0
406,100,saliency-R,0.8691275167785235,0.13,1.9525697231292725
407,100,saliency-U,0.8624161073825504,0.17000000000000004,0.8454086780548096
408,200,saliency-O,0.0,0.565,0.0
409,200,saliency-R,0.87248322147651,0.20999999999999996,1.9409730434417725
410,200,saliency-U,0.8657718120805369,0.21999999999999997,0.8928132057189941
411,400,saliency-O,0.0,0.5925,0.0
412,400,saliency-R,0.8657718120805369,0.31000000000000005,1.9031751155853271
413,400,saliency-U,0.8657718120805369,0.30500000000000005,1.447441577911377
414,800,saliency-O,0.0,0.58625,0.0
415,800,saliency-R,0.8657718120805369,0.33875,2.105393409729004
416,800,saliency-U,0.8590604026845637,0.345,2.066910982131958
417,1000,saliency-O,0.0,0.616,0.0
418,1000,saliency-R,0.8657718120805369,0.33999999999999997,2.2214109897613525
419,1000,saliency-U,0.8590604026845637,0.37,2.4182095527648926
420,100,random-O,0.0,0.75,0.0
421,100,random-R,0.8590604026845637,0.49,1.9237034320831299
422,100,random-U,0.8590604026845637,0.42000000000000004,0.798086404800415
423,200,random-O,0.0,0.685,0.0
424,200,random-R,0.8657718120805369,0.44999999999999996,1.9182946681976318
425,200,random-U,0.8590604026845637,0.45999999999999996,0.9449505805969238
426,400,random-O,0.0,0.715,0.0
427,400,random-R,0.8590604026845637,0.4275,1.8527188301086426
428,400,random-U,0.8624161073825504,0.4375,1.8335342407226562
429,800,random-O,0.0,0.72125,0.0
430,800,random-R,0.8523489932885906,0.42874999999999996,1.8015501499176025
431,800,random-U,0.8590604026845637,0.45999999999999996,2.3932948112487793
432,1000,random-O,0.0,0.731,0.0
433,1000,random-R,0.8557046979865772,0.45499999999999996,1.847806453704834
434,1000,random-U,0.8590604026845637,0.474,2.5395407676696777
435,100,max-degree-O,0.0,0.85,0.0
436,100,max-degree-R,0.8691275167785235,0.81,2.1994001865386963
437,100,max-degree-U,0.8590604026845637,0.79,0.7114417552947998
438,200,max-degree-O,0.0,0.845,0.0
439,200,max-degree-R,0.8657718120805369,0.725,1.6210408210754395
440,200,max-degree-U,0.8590604026845637,0.6950000000000001,0.8359091281890869
441,400,max-degree-O,0.0,0.84,0.0
442,400,max-degree-R,0.87248322147651,0.69,1.6968233585357666
443,400,max-degree-U,0.8624161073825504,0.72,1.4925532341003418
444,800,max-degree-O,0.0,0.835,0.0
445,800,max-degree-R,0.8657718120805369,0.6487499999999999,2.035977363586426
446,800,max-degree-U,0.8590604026845637,0.6575,1.7388038635253906
447,1000,max-degree-O,0.0,0.777,0.0
448,1000,max-degree-R,0.8624161073825504,0.612,2.3879005908966064
449,1000,max-degree-U,0.8590604026845637,0.609,1.9839990139007568
450,100,min-degree-O,0.0,0.6,0.0
451,100,min-degree-R,0.8758389261744967,0.18999999999999995,2.14821195602417
452,100,min-degree-U,0.8691275167785235,0.18000000000000005,1.0027685165405273
453,200,min-degree-O,0.0,0.515,0.0
454,200,min-degree-R,0.8624161073825504,0.22499999999999998,2.298440456390381
455,200,min-degree-U,0.8657718120805369,0.18500000000000005,1.6073389053344727
456,400,min-degree-O,0.0,0.53,0.0
457,400,min-degree-R,0.8590604026845637,0.24,2.14426326751709
458,400,min-degree-U,0.8657718120805369,0.21499999999999997,1.5321969985961914
