,# edges,setting,accuracy,f1
65,200,unlearn,0.8468634686346863,0.845901171356636
66,400,retrain,0.8357933579335793,0.8356898898163928
67,400,unlearn,0.8505535055350554,0.850362567573925
68,800,retrain,0.8173431734317343,0.8051230659807199
69,800,unlearn,0.8450184501845018,0.8387978086921859
70,1000,retrain,0.8081180811808119,0.8058472539601963
71,1000,unlearn,0.8431734317343174,0.8344840844874846
72,0,retrain,0.8394833948339483,0.8353538745248082
73,0,unlearn,0.8394833948339483,0.8353538745248082
74,100,retrain,0.8450184501845018,0.8376295007778739
75,100,unlearn,0.8339483394833949,0.8163477071341816
76,200,retrain,0.8487084870848709,0.841445568125861
77,200,unlearn,0.8302583025830258,0.8137892495259084
78,400,retrain,0.8413284132841329,0.8332536469886882
79,400,unlearn,0.8339483394833949,0.8198183824605187
80,800,retrain,0.8265682656826568,0.8211411465139751
81,800,unlearn,0.8357933579335793,0.8224828839006894
82,1000,retrain,0.8265682656826568,0.820129377658396
83,1000,unlearn,0.8357933579335793,0.8223616533425708
84,0,retrain,0.8394833948339483,0.8313394645595933
85,0,unlearn,0.8394833948339483,0.8313394645595933
86,100,retrain,0.8450184501845018,0.8408873657048156
87,100,unlearn,0.8321033210332104,0.8141767248846643
88,200,retrain,0.8376383763837638,0.836063882594268
89,200,unlearn,0.8247232472324724,0.8066379497409767
90,400,retrain,0.8265682656826568,0.8199736272610687
91,400,unlearn,0.8210332103321033,0.8024363093278867
92,800,retrain,0.8099630996309963,0.8055544942085475
93,800,unlearn,0.8210332103321033,0.8019636161080793
94,1000,retrain,0.7878228782287823,0.7777498208897972
95,1000,unlearn,0.8228782287822878,0.8041895482063817
96,0,retrain,0.8394833948339483,0.83547139133011
97,0,unlearn,0.8394833948339483,0.83547139133011
98,100,retrain,0.8523985239852399,0.8484057816451714
99,100,unlearn,0.8376383763837638,0.8296731819728809
100,200,retrain,0.8357933579335793,0.8268931404995025
101,200,unlearn,0.8339483394833949,0.8231733054960048
102,400,retrain,0.8302583025830258,0.8243529245621174
103,400,unlearn,0.8321033210332104,0.8215702217127051
104,800,retrain,0.8136531365313653,0.8044330107132117
105,800,unlearn,0.8284132841328413,0.8165847293807867
106,1000,retrain,0.8025830258302583,0.7926226496049175
107,1000,unlearn,0.8302583025830258,0.8182979234466286
108,0,retrain,0.8431734317343174,0.8443824386617339
109,0,unlearn,0.8431734317343174,0.8443824386617339
110,100,retrain,0.8413284132841329,0.8391994600726636
111,100,unlearn,0.8413284132841329,0.8370015960882815
112,200,retrain,0.8468634686346863,0.8420122210273006
113,200,unlearn,0.8376383763837638,0.8336435744420249
114,400,retrain,0.8431734317343174,0.8406765519234283
115,400,unlearn,0.8376383763837638,0.8342871196052706
116,800,retrain,0.8284132841328413,0.8169645637896753
117,800,unlearn,0.8265682656826568,0.8192557896351547
118,1000,retrain,0.8210332103321033,0.8111036652347705
119,1000,unlearn,0.8302583025830258,0.8271890118887034
