,# Layer,Setting,Accuracy
167,3,NF-ours,0.8210332103321033
168,4,RI-original,0.8487084870848709
169,4,RI-retrain,0.7952029520295203
170,4,RI-ours,0.8339483394833949
171,4,NF-original,0.7952029520295203
172,4,NF-retrain,0.8247232472324724
173,4,NF-ours,0.7490774907749077
174,5,RI-original,0.7435424354243543
175,5,RI-retrain,0.7767527675276753
176,5,RI-ours,0.7306273062730627
177,5,NF-original,0.7509225092250923
178,5,NF-retrain,0.8210332103321033
179,5,NF-ours,0.6900369003690037
180,1,RI-original,0.8450184501845018
181,1,RI-retrain,0.8284132841328413
182,1,RI-ours,0.8523985239852399
183,1,NF-original,0.8523985239852399
184,1,NF-retrain,0.8265682656826568
185,1,NF-ours,0.8450184501845018
186,2,RI-original,0.7988929889298892
187,2,RI-retrain,0.8173431734317343
188,2,RI-ours,0.7527675276752768
189,2,NF-original,0.8523985239852399
190,2,NF-retrain,0.8357933579335793
191,2,NF-ours,0.8523985239852399
192,3,RI-original,0.8284132841328413
193,3,RI-retrain,0.8284132841328413
194,3,RI-ours,0.8099630996309963
195,3,NF-original,0.8431734317343174
196,3,NF-retrain,0.8339483394833949
197,3,NF-ours,0.8284132841328413
198,4,RI-original,0.8339483394833949
199,4,RI-retrain,0.8136531365313653
200,4,RI-ours,0.8265682656826568
201,4,NF-original,0.8321033210332104
202,4,NF-retrain,0.6273062730627307
203,4,NF-ours,0.8210332103321033
204,5,RI-original,0.8173431734317343
205,5,RI-retrain,0.7952029520295203
206,5,RI-ours,0.7269372693726938
207,5,NF-original,0.8247232472324724
208,5,NF-retrain,0.7878228782287823
209,5,NF-ours,0.8210332103321033
210,1,RI-original,0.8321033210332104
211,1,RI-retrain,0.8265682656826568
212,1,RI-ours,0.8265682656826568
213,1,NF-original,0.8487084870848709
214,1,NF-retrain,0.8136531365313653
215,1,NF-ours,0.8228782287822878
216,2,RI-original,0.8450184501845018
217,2,RI-retrain,0.8099630996309963
218,2,RI-ours,0.8284132841328413
219,2,NF-original,0.8339483394833949
220,2,NF-retrain,0.8154981549815498
221,2,NF-ours,0.8228782287822878
222,3,RI-original,0.8025830258302583
223,3,RI-retrain,0.6309963099630996
224,3,RI-ours,0.7878228782287823
225,3,NF-original,0.8413284132841329
226,3,NF-retrain,0.7601476014760148
227,3,NF-ours,0.8357933579335793
228,4,RI-original,0.7952029520295203
229,4,RI-retrain,0.7970479704797048
230,4,RI-ours,0.7638376383763837
231,4,NF-original,0.8265682656826568
232,4,NF-retrain,0.7140221402214022
233,4,NF-ours,0.8154981549815498
234,5,RI-original,0.7933579335793358
235,5,RI-retrain,0.7509225092250923
236,5,RI-ours,0.7712177121771218
237,5,NF-original,0.8321033210332104
238,5,NF-retrain,0.7712177121771218
239,5,NF-ours,0.8044280442804428
240,1,RI-original,0.8505535055350554
241,1,RI-retrain,0.8136531365313653
242,1,RI-ours,0.8376383763837638
243,1,NF-original,0.8247232472324724
244,1,NF-retrain,0.8228782287822878
245,1,NF-ours,0.7878228782287823
246,2,RI-original,0.8505535055350554
247,2,RI-retrain,0.8173431734317343
248,2,RI-ours,0.8339483394833949
249,2,NF-original,0.8542435424354243
250,2,NF-retrain,0.8044280442804428
251,2,NF-ours,0.8394833948339483
252,3,RI-original,0.8357933579335793
253,3,RI-retrain,0.8136531365313653
254,3,RI-ours,0.8228782287822878
255,3,NF-original,0.7915129151291513
256,3,NF-retrain,0.8154981549815498
257,3,NF-ours,0.6937269372693727
258,4,RI-original,0.7583025830258303
259,4,RI-retrain,0.8173431734317343
260,4,RI-ours,0.7416974169741697
261,4,NF-original,0.8044280442804428
262,4,NF-retrain,0.8136531365313653
263,4,NF-ours,0.7656826568265682
264,5,RI-original,0.8173431734317343
265,5,RI-retrain,0.8099630996309963
266,5,RI-ours,0.6697416974169742
267,5,NF-original,0.8154981549815498
268,5,NF-retrain,0.8025830258302583
269,5,NF-ours,0.7693726937269373
270,1,RI-original,0.8394833948339483
271,1,RI-retrain,0.8191881918819188
272,1,RI-ours,0.8394833948339483
273,1,NF-original,0.8210332103321033
274,1,NF-retrain,0.8173431734317343
275,1,NF-ours,0.7841328413284133
276,2,RI-original,0.8450184501845018
277,2,RI-retrain,0.8191881918819188
278,2,RI-ours,0.8450184501845018
279,2,NF-original,0.8376383763837638
280,2,NF-retrain,0.8136531365313653
281,2,NF-ours,0.8431734317343174
282,3,RI-original,0.8560885608856088
283,3,RI-retrain,0.8044280442804428
284,3,RI-ours,0.8523985239852399
285,3,NF-original,0.8007380073800738
286,3,NF-retrain,0.8357933579335793
287,3,NF-ours,0.8025830258302583
288,4,RI-original,0.8321033210332104
289,4,RI-retrain,0.7693726937269373
290,4,RI-ours,0.8044280442804428
291,4,NF-original,0.7416974169741697
292,4,NF-retrain,0.8044280442804428
293,4,NF-ours,0.7103321033210332
294,5,RI-original,0.8044280442804428
295,5,RI-retrain,0.8265682656826568
296,5,RI-ours,0.7693726937269373
297,5,NF-original,0.8099630996309963
298,5,NF-retrain,0.7878228782287823
299,5,NF-ours,0.7675276752767528
