,# edges,type,Difference
0,1,Benign,0.0
1,500,Benign,0.22693726937269365
2,1000,Benign,0.0719557195571956
3,1500,Benign,0.06642066420664205
4,2000,Benign,0.18450184501845013
5,1,Adversarial,0.0
6,500,Adversarial,0.06273062730627299
7,1000,Adversarial,0.0793357933579335
8,1500,Adversarial,0.07749077490774903
9,2000,Adversarial,0.19188191881918815
