,# edges,JSD
0,200,1.47E-05
1,400,2.95E-05
2,600,4.70E-05
3,800,4.53E-05
4,1000,7.58E-05
5,1200,7.95E-05
6,1400,9.67E-05
7,1600,0.000119246
8,1800,0.000121932
9,2000,0.000142122
10,100,0.000028
