,# edges,setting,accuracy,running time
0,100,random-R,0.8624161073825504,1.265139102935791
1,100,random-U,0.7046979865771812,2.7798779010772705
2,200,random-R,0.8657718120805369,1.1586549282073975
3,200,random-U,0.7281879194630873,2.1858527660369873
4,400,random-R,0.8657718120805369,1.1737308502197266
5,400,random-U,0.761744966442953,2.1379570960998535
6,800,random-R,0.8624161073825504,1.2571587562561035
7,800,random-U,0.7818791946308725,1.8579049110412598
8,1000,random-R,0.8422818791946308,1.8993556499481201
9,1000,random-U,0.8087248322147651,2.0484724044799805
10,100,max-degree-R,0.8691275167785235,1.1752402782440186
11,100,max-degree-U,0.6778523489932886,2.0384445190429688
12,200,max-degree-R,0.8557046979865772,1.4808261394500732
13,200,max-degree-U,0.6845637583892618,1.7757503986358643
14,400,max-degree-R,0.8624161073825504,1.2663891315460205
15,400,max-degree-U,0.6375838926174496,1.7970967292785645
16,800,max-degree-R,0.8691275167785235,1.2597827911376953
17,800,max-degree-U,0.5939597315436241,1.6031196117401123
18,1000,max-degree-R,0.8691275167785235,1.38505220413208
19,1000,max-degree-U,0.6610738255033557,1.5056648254394531
20,100,min-degree-R,0.8590604026845637,1.4141418933868408
21,100,min-degree-U,0.7181208053691275,2.2563860416412354
22,200,min-degree-R,0.8624161073825504,1.3756818771362305
23,200,min-degree-U,0.7416107382550335,1.675734043121338
24,400,min-degree-R,0.8422818791946308,1.6053192615509033
25,400,min-degree-U,0.6677852348993288,2.5942635536193848
26,800,min-degree-R,0.8624161073825504,1.572559118270874
27,800,min-degree-U,0.738255033557047,1.7976202964782715
28,1000,min-degree-R,0.8557046979865772,1.5457956790924072
29,1000,min-degree-U,0.8422818791946308,1.838280439376831
30,100,saliency-R,0.8624161073825504,1.4420511722564697
31,100,saliency-U,0.6778523489932886,1.737365961074829
32,200,saliency-R,0.8624161073825504,1.378338098526001
33,200,saliency-U,0.6778523489932886,1.9764125347137451
34,400,saliency-R,0.8624161073825504,1.3849973678588867
35,400,saliency-U,0.7315436241610739,1.7613215446472168
36,800,saliency-R,0.8624161073825504,1.4030308723449707
37,800,saliency-U,0.785234899328859,1.7464940547943115
38,1000,saliency-R,0.8489932885906041,1.2566628456115723
39,1000,saliency-U,0.7516778523489933,1.9413156509399414
40,100,random-R,0.8590604026845637,1.3605949878692627
41,100,random-U,0.6510067114093959,1.7166950702667236
42,200,random-R,0.8557046979865772,1.2252840995788574
43,200,random-U,0.6442953020134228,1.726827621459961
44,400,random-R,0.8657718120805369,1.2085793018341064
45,400,random-U,0.6812080536912751,1.7850849628448486
46,800,random-R,0.8557046979865772,1.3795795440673828
47,800,random-U,0.6879194630872483,2.2726187705993652
48,1000,random-R,0.8624161073825504,1.15987229347229
49,1000,random-U,0.714765100671141,2.110646963119507
50,100,max-degree-R,0.8624161073825504,1.2882850170135498
51,100,max-degree-U,0.6778523489932886,1.8890891075134277
52,200,max-degree-R,0.8624161073825504,1.2181200981140137
53,200,max-degree-U,0.6845637583892618,2.3332602977752686
54,400,max-degree-R,0.8590604026845637,1.342895269393921
55,400,max-degree-U,0.6375838926174496,2.0776193141937256
56,800,max-degree-R,0.8691275167785235,1.3061354160308838
57,800,max-degree-U,0.5939597315436241,2.1250572204589844
58,1000,max-degree-R,0.8691275167785235,1.3627679347991943
59,1000,max-degree-U,0.6577181208053692,1.8005471229553223
60,100,min-degree-R,0.8523489932885906,1.4459960460662842
61,100,min-degree-U,0.714765100671141,2.4193336963653564
62,200,min-degree-R,0.8624161073825504,1.2084906101226807
63,200,min-degree-U,0.7416107382550335,2.010697841644287
