,# Layer,Setting,Accuracy
0,1,RI-original,0.8339483394833949
1,1,RI-retrain,0.8284132841328413
2,1,RI-ours,0.8413284132841329
3,1,NF-original,0.8431734317343174
4,1,NF-retrain,0.8339483394833949
5,1,NF-ours,0.8247232472324724
6,2,RI-original,0.8376383763837638
7,2,RI-retrain,0.8413284132841329
8,2,RI-ours,0.8413284132841329
9,2,NF-original,0.8431734317343174
10,2,NF-retrain,0.8210332103321033
11,2,NF-ours,0.8431734317343174
12,3,RI-original,0.8487084870848709
13,3,RI-retrain,0.8154981549815498
14,3,RI-ours,0.8265682656826568
15,3,NF-original,0.8357933579335793
16,3,NF-retrain,0.8173431734317343
17,3,NF-ours,0.7749077490774908
18,4,RI-original,0.7601476014760148
19,4,RI-retrain,0.8062730627306273
20,4,RI-ours,0.7453874538745388
21,4,NF-original,0.8321033210332104
22,4,NF-retrain,0.8007380073800738
23,4,NF-ours,0.7269372693726938
24,5,RI-original,0.8376383763837638
25,5,RI-retrain,0.8136531365313653
26,5,RI-ours,0.7583025830258303
27,5,NF-original,0.8228782287822878
28,5,NF-retrain,0.7693726937269373
29,5,NF-ours,0.7933579335793358
30,1,RI-original,0.8431734317343174
31,1,RI-retrain,0.8284132841328413
32,1,RI-ours,0.8357933579335793
33,1,NF-original,0.8487084870848709
34,1,NF-retrain,0.8321033210332104
35,1,NF-ours,0.8247232472324724
36,2,RI-original,0.8357933579335793
37,2,RI-retrain,0.8191881918819188
38,2,RI-ours,0.8376383763837638
39,2,NF-original,0.8302583025830258
40,2,NF-retrain,0.8339483394833949
41,2,NF-ours,0.8284132841328413
42,3,RI-original,0.8136531365313653
43,3,RI-retrain,0.8413284132841329
44,3,RI-ours,0.8191881918819188
45,3,NF-original,0.8431734317343174
46,3,NF-retrain,0.8025830258302583
47,3,NF-ours,0.7952029520295203
48,4,RI-original,0.8173431734317343
49,4,RI-retrain,0.8321033210332104
50,4,RI-ours,0.7822878228782287
51,4,NF-original,0.8413284132841329
52,4,NF-retrain,0.8376383763837638
53,4,NF-ours,0.8376383763837638
54,5,RI-original,0.8413284132841329
55,5,RI-retrain,0.7490774907749077
56,5,RI-ours,0.8099630996309963
57,5,NF-original,0.8302583025830258
