,# edges,JSD
0,200,0.01484636
1,400,0.014649627
2,600,0.015466106
3,800,0.01798716
4,1000,0.018968504
5,1200,0.021721167
6,1400,0.021607133
7,1600,0.021611918
8,1800,0.02436744
9,2000,0.027831137
10,100,0.013396
