,# edges,JSD
0,200,0.006583945
1,400,0.007401
2,600,0.00749899
3,800,0.009110893
4,1000,0.009462501
5,1200,0.010330289
6,1400,0.011396249
7,1600,0.013483211
8,1800,0.014697407
9,2000,0.01541228
10,100,0.00592
