,# Layer,Setting,Accuracy
168,4,RI-original,0.6801801801801802
169,4,RI-retrain,0.545045045045045
170,4,RI-ours,0.2087087087087087
171,4,NF-original,0.5525525525525525
172,4,NF-retrain,0.6006006006006006
173,4,NF-ours,0.4444444444444444
174,5,RI-original,0.45645645645645644
175,5,RI-retrain,0.5225225225225225
176,5,RI-ours,0.20270270270270271
177,5,NF-original,0.53003003003003
178,5,NF-retrain,0.4294294294294294
179,5,NF-ours,0.3108108108108108
180,1,RI-original,0.7027027027027027
181,1,RI-retrain,0.6861861861861862
182,1,RI-ours,0.5975975975975976
183,1,NF-original,0.7147147147147147
184,1,NF-retrain,0.6861861861861862
185,1,NF-ours,0.6756756756756757
186,2,RI-original,0.7147147147147147
187,2,RI-retrain,0.6741741741741741
188,2,RI-ours,0.6621621621621622
189,2,NF-original,0.7087087087087087
190,2,NF-retrain,0.6786786786786787
191,2,NF-ours,0.6156156156156156
192,3,RI-original,0.6471471471471472
193,3,RI-retrain,0.6636636636636637
194,3,RI-ours,0.44894894894894893
195,3,NF-original,0.7162162162162162
196,3,NF-retrain,0.5495495495495496
197,3,NF-ours,0.5195195195195195
198,4,RI-original,0.6756756756756757
199,4,RI-retrain,0.6591591591591591
200,4,RI-ours,0.496996996996997
201,4,NF-original,0.7042042042042042
202,4,NF-retrain,0.6846846846846847
203,4,NF-ours,0.512012012012012
204,5,RI-original,0.5705705705705706
205,5,RI-retrain,0.6756756756756757
206,5,RI-ours,0.34534534534534533
207,5,NF-original,0.6861861861861862
208,5,NF-retrain,0.6531531531531531
209,5,NF-ours,0.4009009009009009
210,1,RI-original,0.7117117117117117
211,1,RI-retrain,0.6621621621621622
212,1,RI-ours,0.6501501501501501
213,1,NF-original,0.6921921921921922
214,1,NF-retrain,0.6591591591591591
215,1,NF-ours,0.44594594594594594
216,2,RI-original,0.7237237237237237
217,2,RI-retrain,0.6756756756756757
218,2,RI-ours,0.5960960960960962
219,2,NF-original,0.7177177177177178
220,2,NF-retrain,0.6666666666666666
221,2,NF-ours,0.5975975975975976
222,3,RI-original,0.6756756756756757
223,3,RI-retrain,0.6906906906906907
224,3,RI-ours,0.42792792792792794
225,3,NF-original,0.5720720720720721
226,3,NF-retrain,0.6621621621621622
227,3,NF-ours,0.45045045045045046
228,4,RI-original,0.6546546546546547
229,4,RI-retrain,0.6246246246246246
230,4,RI-ours,0.4069069069069069
231,4,NF-original,0.6681681681681682
232,4,NF-retrain,0.6681681681681682
233,4,NF-ours,0.5825825825825826
234,5,RI-original,0.6891891891891891
235,5,RI-retrain,0.3033033033033033
236,5,RI-ours,0.3738738738738739
237,5,NF-original,0.43993993993993996
238,5,NF-retrain,0.6411411411411412
239,5,NF-ours,0.22972972972972974
240,1,RI-original,0.7132132132132132
241,1,RI-retrain,0.6786786786786787
242,1,RI-ours,0.5690690690690691
243,1,NF-original,0.7117117117117117
244,1,NF-retrain,0.6801801801801802
245,1,NF-ours,0.4219219219219219
246,2,RI-original,0.6786786786786787
247,2,RI-retrain,0.6621621621621622
248,2,RI-ours,0.5075075075075075
249,2,NF-original,0.7042042042042042
250,2,NF-retrain,0.6801801801801802
251,2,NF-ours,0.4894894894894895
252,3,RI-original,0.6741741741741741
253,3,RI-retrain,0.6246246246246246
254,3,RI-ours,0.4984984984984985
255,3,NF-original,0.6831831831831832
256,3,NF-retrain,0.6801801801801802
257,3,NF-ours,0.5900900900900901
258,4,RI-original,0.5435435435435435
259,4,RI-retrain,0.5135135135135135
260,4,RI-ours,0.4189189189189189
261,4,NF-original,0.6906906906906907
262,4,NF-retrain,0.6141141141141141
263,4,NF-ours,0.4084084084084084
264,5,RI-original,0.7042042042042042
265,5,RI-retrain,0.5480480480480481
266,5,RI-ours,0.41291291291291293
267,5,NF-original,0.5765765765765766
268,5,NF-retrain,0.6156156156156156
269,5,NF-ours,0.3078078078078078
270,1,RI-original,0.7147147147147147
271,1,RI-retrain,0.6966966966966966
272,1,RI-ours,0.5045045045045045
273,1,NF-original,0.6981981981981982
274,1,NF-retrain,0.6951951951951952
275,1,NF-ours,0.5420420420420421
276,2,RI-original,0.6996996996996997
277,2,RI-retrain,0.6981981981981982
