,# edges,partition,running time,accuracy,f1,# shards
0,0,blpa,115.65666580200195,0.34317343173431736,0.09288376428900873,20
1,0,bekm,102.2647922039032,0.3339483394833948,0.07152736613317526,20
2,100,blpa,14.351152896881104,0.33948339483394835,0.08235760971055091,12
3,100,bekm,16.446865558624268,0.17158671586715868,0.09073475611490942,15
4,200,blpa,22.52540946006775,0.35608856088560886,0.115509119728529,20
5,200,bekm,22.546849489212036,0.16974169741697417,0.08839899596202118,20
6,400,blpa,22.823279857635498,0.34501845018450183,0.09401862794797491,20
7,400,bekm,23.302565336227417,0.16236162361623616,0.08292487280286338,20
8,800,blpa,23.439690828323364,0.3376383763837638,0.07924457468219788,20
9,800,bekm,22.03107476234436,0.17158671586715868,0.0904583394168955,20
10,1000,blpa,22.62625551223755,0.34501845018450183,0.09355449292687787,20
11,1000,bekm,22.923627614974976,0.17158671586715868,0.09073475611490942,20
12,0,blpa,104.36253881454468,0.3505535055350554,0.10771306634641442,20
13,0,bekm,85.9252359867096,0.33579335793357934,0.07543595831684473,20
14,100,blpa,17.126484870910645,0.35977859778597787,0.12229886182523161,15
15,100,bekm,19.399214029312134,0.17158671586715868,0.09073475611490942,16
16,200,blpa,20.872305870056152,0.34501845018450183,0.09438937233318583,19
17,200,bekm,22.389734745025635,0.16789667896678967,0.08765870214430019,20
18,400,blpa,22.49502444267273,0.34870848708487084,0.1015425803852567,20
19,400,bekm,22.559524059295654,0.16236162361623616,0.07755380396961697,20
20,800,blpa,21.85812997817993,0.35608856088560886,0.115509119728529,20
21,800,bekm,22.745606184005737,0.16974169741697417,0.08892792340149609,20
22,1000,blpa,23.051578998565674,0.3413284132841328,0.08686654229272946,20
23,1000,bekm,22.82337975502014,0.17158671586715868,0.09073475611490942,20
24,0,blpa,103.04825806617737,0.33948339483394835,0.08627009362303482,20
25,0,bekm,103.09034776687622,0.3339483394833948,0.07152736613317526,20
26,100,blpa,15.342649698257446,0.34501845018450183,0.09278100748914561,13
27,100,bekm,17.980878591537476,0.1752767527675277,0.09632167118637056,17
28,200,blpa,21.393295764923096,0.35424354243542433,0.11748523316579071,19
29,200,bekm,22.93177080154419,0.17158671586715868,0.09073475611490942,19
30,400,blpa,25.264196395874023,0.35608856088560886,0.115509119728529,20
31,400,bekm,23.12637186050415,0.16974169741697417,0.08920453883338296,20
32,800,blpa,25.013089418411255,0.34501845018450183,0.09429673314280229,20
33,800,bekm,23.84004831314087,0.16051660516605165,0.07625373954254473,20
34,1000,blpa,24.23258638381958,0.34870848708487084,0.1008285541618875,20
35,1000,bekm,23.207884788513184,0.17158671586715868,0.0904583394168955,20
36,0,blpa,109.811527967453,0.34686346863468637,0.100704000364952,20
37,0,bekm,87.72184038162231,0.3339483394833948,0.07152736613317526,20
38,100,blpa,21.41557216644287,0.34501845018450183,0.0949830643554493,19
39,100,bekm,21.125921726226807,0.17158671586715868,0.09073475611490942,18
40,200,blpa,21.583975791931152,0.3413284132841328,0.08764921826337535,19
41,200,bekm,21.359589338302612,0.16236162361623616,0.07783120444979288,20
42,400,blpa,21.59898090362549,0.34686346863468637,0.09746475126363394,20
43,400,bekm,23.78365993499756,0.16236162361623616,0.08264747232268745,20
