,# edges,setting,Accuracy
137,1600,min-degree-U,0.8228782287822878
138,1800,min-degree-U,0.8191881918819188
139,2000,min-degree-U,0.8173431734317343
140,200,saliency-R,0.8284132841328413
141,400,saliency-R,0.8487084870848709
142,600,saliency-R,0.8450184501845018
143,800,saliency-R,0.8302583025830258
144,1000,saliency-R,0.8376383763837638
145,1200,saliency-R,0.8357933579335793
146,1400,saliency-R,0.8284132841328413
147,1600,saliency-R,0.8413284132841329
148,1800,saliency-R,0.8357933579335793
149,2000,saliency-R,0.8357933579335793
150,200,saliency-U,0.8265682656826568
151,400,saliency-U,0.8265682656826568
152,600,saliency-U,0.8265682656826568
153,800,saliency-U,0.8265682656826568
154,1000,saliency-U,0.8265682656826568
155,1200,saliency-U,0.8265682656826568
156,1400,saliency-U,0.8265682656826568
157,1600,saliency-U,0.8265682656826568
158,1800,saliency-U,0.8265682656826568
159,2000,saliency-U,0.8265682656826568
160,200,random-R,0.8265682656826568
161,400,random-R,0.8247232472324724
162,600,random-R,0.8191881918819188
163,800,random-R,0.8191881918819188
164,1000,random-R,0.8339483394833949
165,1200,random-R,0.8099630996309963
166,1400,random-R,0.8044280442804428
167,1600,random-R,0.7859778597785978
168,1800,random-R,0.8136531365313653
169,2000,random-R,0.8154981549815498
170,200,random-U,0.8339483394833949
171,400,random-U,0.8247232472324724
172,600,random-U,0.8247232472324724
173,800,random-U,0.8247232472324724
174,1000,random-U,0.8228782287822878
175,1200,random-U,0.8210332103321033
176,1400,random-U,0.8191881918819188
177,1600,random-U,0.8173431734317343
178,1800,random-U,0.8173431734317343
179,2000,random-U,0.8210332103321033
180,200,max-degree-R,0.8357933579335793
181,400,max-degree-R,0.8247232472324724
182,600,max-degree-R,0.8044280442804428
183,800,max-degree-R,0.8357933579335793
184,1000,max-degree-R,0.8284132841328413
185,1200,max-degree-R,0.8321033210332104
186,1400,max-degree-R,0.8118081180811808
187,1600,max-degree-R,0.8062730627306273
188,1800,max-degree-R,0.7988929889298892
189,2000,max-degree-R,0.7859778597785978
190,200,max-degree-U,0.8302583025830258
191,400,max-degree-U,0.8265682656826568
192,600,max-degree-U,0.8247232472324724
193,800,max-degree-U,0.8247232472324724
194,1000,max-degree-U,0.8228782287822878
195,1200,max-degree-U,0.8228782287822878
196,1400,max-degree-U,0.8173431734317343
197,1600,max-degree-U,0.8099630996309963
198,1800,max-degree-U,0.8099630996309963
199,2000,max-degree-U,0.8025830258302583
200,200,min-degree-R,0.8228782287822878
201,400,min-degree-R,0.8025830258302583
202,600,min-degree-R,0.8044280442804428
203,800,min-degree-R,0.8044280442804428
204,1000,min-degree-R,0.7933579335793358
205,1200,min-degree-R,0.7933579335793358
206,1400,min-degree-R,0.7896678966789668
207,1600,min-degree-R,0.7785977859778598
208,1800,min-degree-R,0.7952029520295203
209,2000,min-degree-R,0.7416974169741697
210,200,min-degree-U,0.8302583025830258
211,400,min-degree-U,0.8321033210332104
212,600,min-degree-U,0.8265682656826568
213,800,min-degree-U,0.8302583025830258
