,# edges,setting,accuracy,running time
279,1000,saliency-U,0.8247232472324724,2.623924493789673
280,100,random-R,0.8431734317343174,2.0224266052246094
281,100,random-U,0.8321033210332104,3.311283826828003
282,200,random-R,0.8468634686346863,2.1319074630737305
283,200,random-U,0.8357933579335793,2.9269917011260986
284,400,random-R,0.8357933579335793,2.165233850479126
285,400,random-U,0.8413284132841329,2.84078311920166
286,800,random-R,0.8247232472324724,1.8821027278900146
287,800,random-U,0.8339483394833949,3.6482465267181396
288,1000,random-R,0.8210332103321033,2.030674934387207
289,1000,random-U,0.8265682656826568,3.86021089553833
290,100,max-degree-R,0.8413284132841329,2.2204971313476562
291,100,max-degree-U,0.8265682656826568,3.6329946517944336
292,200,max-degree-R,0.8413284132841329,2.201310396194458
293,200,max-degree-U,0.8265682656826568,3.5009512901306152
294,400,max-degree-R,0.8413284132841329,2.2659289836883545
295,400,max-degree-U,0.8265682656826568,3.920153856277466
296,800,max-degree-R,0.8357933579335793,1.8889150619506836
297,800,max-degree-U,0.8191881918819188,2.346611499786377
298,1000,max-degree-R,0.8173431734317343,2.05260968208313
299,1000,max-degree-U,0.8228782287822878,2.683370351791382
300,100,min-degree-R,0.8136531365313653,2.0740363597869873
301,100,min-degree-U,0.8339483394833949,2.646909475326538
302,200,min-degree-R,0.8302583025830258,2.1181390285491943
303,200,min-degree-U,0.8376383763837638,4.839148044586182
304,400,min-degree-R,0.7952029520295203,2.0230090618133545
305,400,min-degree-U,0.8357933579335793,3.457796335220337
306,800,min-degree-R,0.7601476014760148,2.0853238105773926
307,800,min-degree-U,0.8321033210332104,2.7528293132781982
308,1000,min-degree-R,0.7601476014760148,1.997011661529541
309,1000,min-degree-U,0.8413284132841329,3.2573862075805664
310,100,saliency-R,0.8468634686346863,1.9735560417175293
311,100,saliency-U,0.8339483394833949,2.5076050758361816
312,200,saliency-R,0.8431734317343174,2.0428295135498047
313,200,saliency-U,0.8321033210332104,4.10664963722229
314,400,saliency-R,0.8431734317343174,2.0028364658355713
315,400,saliency-U,0.8284132841328413,2.4219627380371094
316,800,saliency-R,0.8450184501845018,2.139075756072998
317,800,saliency-U,0.8265682656826568,3.145538806915283
318,1000,saliency-R,0.8542435424354243,1.9547839164733887
319,1000,saliency-U,0.8247232472324724,3.0480852127075195
320,100,random-R,0.8357933579335793,2.1175265312194824
321,100,random-U,0.8321033210332104,3.5471417903900146
322,200,random-R,0.8357933579335793,2.056553363800049
323,200,random-U,0.8302583025830258,3.6987481117248535
324,400,random-R,0.8191881918819188,1.99196457862854
325,400,random-U,0.8247232472324724,3.3762729167938232
326,800,random-R,0.8210332103321033,2.351731777191162
327,800,random-U,0.8284132841328413,2.756842613220215
328,1000,random-R,0.8099630996309963,2.3207058906555176
329,1000,random-U,0.8265682656826568,3.0768439769744873
330,100,max-degree-R,0.8321033210332104,2.2337899208068848
331,100,max-degree-U,0.8265682656826568,3.708805799484253
332,200,max-degree-R,0.8487084870848709,2.1197264194488525
333,200,max-degree-U,0.8265682656826568,2.6437911987304688
334,400,max-degree-R,0.8357933579335793,2.1874232292175293
335,400,max-degree-U,0.8265682656826568,3.26861572265625
336,800,max-degree-R,0.8247232472324724,2.0137712955474854
337,800,max-degree-U,0.8191881918819188,2.6582014560699463
338,1000,max-degree-R,0.8118081180811808,1.8913993835449219
339,1000,max-degree-U,0.8228782287822878,3.453800916671753
340,100,min-degree-R,0.8081180811808119,2.377777338027954
341,100,min-degree-U,0.8339483394833949,4.266228914260864
342,200,min-degree-R,0.8247232472324724,2.376924991607666
343,200,min-degree-U,0.8376383763837638,4.10851788520813
344,400,min-degree-R,0.7509225092250923,2.2976107597351074
345,400,min-degree-U,0.8357933579335793,2.927298069000244
346,800,min-degree-R,0.7712177121771218,1.8875761032104492
347,800,min-degree-U,0.8321033210332104,3.0551047325134277
348,1000,min-degree-R,0.7546125461254612,1.879744529724121
349,1000,min-degree-U,0.8413284132841329,3.324504852294922
350,100,saliency-R,0.8394833948339483,2.1118154525756836
351,100,saliency-U,0.8339483394833949,2.3777642250061035
352,200,saliency-R,0.8468634686346863,2.104656219482422
353,200,saliency-U,0.8321033210332104,2.5592970848083496
354,400,saliency-R,0.8450184501845018,2.1431519985198975
355,400,saliency-U,0.8284132841328413,2.818402051925659
356,800,saliency-R,0.8321033210332104,1.9784393310546875
357,800,saliency-U,0.8265682656826568,2.7328734397888184
358,1000,saliency-R,0.8431734317343174,2.202652931213379
359,1000,saliency-U,0.8247232472324724,4.894237518310547
360,100,random-R,0.8265682656826568,2.9270081520080566
361,100,random-U,0.8284132841328413,3.679328680038452
362,200,random-R,0.8321033210332104,2.312534809112549
363,200,random-U,0.8210332103321033,2.8409206867218018
364,400,random-R,0.8191881918819188,2.0613529682159424
365,400,random-U,0.8154981549815498,3.5490221977233887
366,800,random-R,0.8118081180811808,1.9821975231170654
367,800,random-U,0.8136531365313653,2.74645733833313
368,1000,random-R,0.8044280442804428,1.9189317226409912
369,1000,random-U,0.8099630996309963,3.0152196884155273
370,100,max-degree-R,0.8376383763837638,2.146713972091675
371,100,max-degree-U,0.8265682656826568,4.151637315750122
372,200,max-degree-R,0.8487084870848709,1.9895150661468506
373,200,max-degree-U,0.8265682656826568,3.1038808822631836
374,400,max-degree-R,0.8413284132841329,2.077639579772949
375,400,max-degree-U,0.8265682656826568,3.0792765617370605
376,800,max-degree-R,0.8191881918819188,2.0573554039001465
377,800,max-degree-U,0.8191881918819188,3.6304612159729004
378,1000,max-degree-R,0.8173431734317343,1.9106452465057373
379,1000,max-degree-U,0.8228782287822878,3.274906873703003
380,100,min-degree-R,0.8339483394833949,2.0537328720092773
381,100,min-degree-U,0.8339483394833949,4.5036938190460205
382,200,min-degree-R,0.8228782287822878,2.25712251663208
383,200,min-degree-U,0.8376383763837638,3.9538516998291016
384,400,min-degree-R,0.7988929889298892,2.0712435245513916
385,400,min-degree-U,0.8357933579335793,3.4457364082336426
386,800,min-degree-R,0.7712177121771218,1.9054694175720215
387,800,min-degree-U,0.8321033210332104,3.314640998840332
388,1000,min-degree-R,0.7527675276752768,1.9408953189849854
389,1000,min-degree-U,0.8413284132841329,3.109330177307129
390,100,saliency-R,0.8431734317343174,2.299067735671997
391,100,saliency-U,0.8339483394833949,3.2403218746185303
392,200,saliency-R,0.8505535055350554,2.506568670272827
393,200,saliency-U,0.8321033210332104,3.772228479385376
394,400,saliency-R,0.8487084870848709,2.513751983642578
395,400,saliency-U,0.8284132841328413,2.815554141998291
396,800,saliency-R,0.8468634686346863,2.195512056350708
397,800,saliency-U,0.8265682656826568,2.7334086894989014
398,1000,saliency-R,0.8431734317343174,2.1256752014160156
399,1000,saliency-U,0.8247232472324724,4.570400953292847
