,# edges,setting,accuracy,privacy leakage,running time
0,100,random-O,0.0,0.76,0.0
1,100,random-R,0.8357933579335793,0.51,2.8076627254486084
2,100,random-U,0.8376383763837638,0.5700000000000001,1.605440378189087
3,200,random-O,0.0,0.825,0.0
4,200,random-R,0.8321033210332104,0.5,2.671144962310791
5,200,random-U,0.8357933579335793,0.495,1.4509727954864502
6,400,random-O,0.0,0.825,0.0
7,400,random-R,0.8284132841328413,0.485,2.633654832839966
8,400,random-U,0.8450184501845018,0.405,1.8077476024627686
9,800,random-O,0.0,0.77375,0.0
10,800,random-R,0.8025830258302583,0.42625,2.5888164043426514
11,800,random-U,0.8357933579335793,0.44499999999999995,2.1832966804504395
12,1000,random-O,0.0,0.8,0.0
13,1000,random-R,0.8007380073800738,0.44999999999999996,2.674186944961548
14,1000,random-U,0.8302583025830258,0.507,2.2830474376678467
15,100,max-degree-O,0.0,0.99,0.0
16,100,max-degree-R,0.8394833948339483,0.9,2.8111791610717773
17,100,max-degree-U,0.8376383763837638,0.92,1.5449981689453125
18,200,max-degree-O,0.0,0.99,0.0
19,200,max-degree-R,0.8302583025830258,0.24,2.3703489303588867
20,200,max-degree-U,0.8413284132841329,0.26,1.5347630977630615
21,400,max-degree-O,0.0,0.955,0.0
22,400,max-degree-R,0.8450184501845018,0.14749999999999996,2.2287888526916504
23,400,max-degree-U,0.8357933579335793,0.02749999999999997,2.2852871417999268
24,800,max-degree-O,0.0,0.885,0.0
25,800,max-degree-R,0.8357933579335793,0.13749999999999996,2.0038676261901855
26,800,max-degree-U,0.8357933579335793,0.16625,1.821678638458252
27,1000,max-degree-O,0.0,0.892,0.0
28,1000,max-degree-R,0.8376383763837638,0.08599999999999997,2.3617138862609863
29,1000,max-degree-U,0.8228782287822878,0.07599999999999996,2.0280814170837402
30,100,min-degree-O,0.0,0.81,0.0
31,100,min-degree-R,0.7988929889298892,0.020000000000000018,2.207662582397461
32,100,min-degree-U,0.8376383763837638,0.010000000000000009,1.9899067878723145
33,200,min-degree-O,0.0,0.795,0.0
34,200,min-degree-R,0.8284132841328413,0.20999999999999996,2.8839645385742188
35,200,min-degree-U,0.8284132841328413,0.235,2.554593086242676
36,400,min-degree-O,0.0,0.83,0.0
37,400,min-degree-R,0.8007380073800738,0.015000000000000013,2.683089256286621
