,# Layer,Setting,Accuracy
168,1,RI-original,0.8657718120805369
169,1,RI-retrain,0.8590604026845637
170,1,RI-ours,0.8657718120805369
171,1,NF-original,0.8590604026845637
172,1,NF-retrain,0.8590604026845637
173,1,NF-ours,0.8590604026845637
174,2,RI-original,0.8691275167785235
175,2,RI-retrain,0.8590604026845637
176,2,RI-ours,0.8657718120805369
177,2,NF-original,0.8691275167785235
178,2,NF-retrain,0.8691275167785235
179,2,NF-ours,0.8624161073825504
180,3,RI-original,0.8590604026845637
181,3,RI-retrain,0.8624161073825504
182,3,RI-ours,0.8590604026845637
183,3,NF-original,0.8624161073825504
184,3,NF-retrain,0.8590604026845637
185,3,NF-ours,0.8624161073825504
186,4,RI-original,0.87248322147651
187,4,RI-retrain,0.8691275167785235
188,4,RI-ours,0.8758389261744967
189,4,NF-original,0.87248322147651
190,4,NF-retrain,0.8557046979865772
191,4,NF-ours,0.87248322147651
192,1,RI-original,0.8590604026845637
193,1,RI-retrain,0.8557046979865772
194,1,RI-ours,0.8590604026845637
195,1,NF-original,0.8657718120805369
196,1,NF-retrain,0.8557046979865772
197,1,NF-ours,0.8624161073825504
198,2,RI-original,0.87248322147651
199,2,RI-retrain,0.8624161073825504
200,2,RI-ours,0.8691275167785235
201,2,NF-original,0.8624161073825504
202,2,NF-retrain,0.8590604026845637
203,2,NF-ours,0.8523489932885906
204,3,RI-original,0.8624161073825504
205,3,RI-retrain,0.8657718120805369
206,3,RI-ours,0.8590604026845637
207,3,NF-original,0.8691275167785235
208,3,NF-retrain,0.8590604026845637
209,3,NF-ours,0.8691275167785235
210,4,RI-original,0.8691275167785235
211,4,RI-retrain,0.8624161073825504
212,4,RI-ours,0.8557046979865772
213,4,NF-original,0.8657718120805369
214,4,NF-retrain,0.8624161073825504
215,4,NF-ours,0.8624161073825504
216,1,RI-original,0.8389261744966443
217,1,RI-retrain,0.8590604026845637
218,1,RI-ours,0.8288590604026845
219,1,NF-original,0.8523489932885906
220,1,NF-retrain,0.8590604026845637
221,1,NF-ours,0.8422818791946308
222,2,RI-original,0.8624161073825504
223,2,RI-retrain,0.8691275167785235
224,2,RI-ours,0.8691275167785235
225,2,NF-original,0.8691275167785235
226,2,NF-retrain,0.8624161073825504
227,2,NF-ours,0.8691275167785235
228,3,RI-original,0.8590604026845637
229,3,RI-retrain,0.8590604026845637
230,3,RI-ours,0.8590604026845637
231,3,NF-original,0.8624161073825504
232,3,NF-retrain,0.8691275167785235
233,3,NF-ours,0.8624161073825504
234,4,RI-original,0.87248322147651
235,4,RI-retrain,0.8624161073825504
236,4,RI-ours,0.8691275167785235
237,4,NF-original,0.8624161073825504
238,4,NF-retrain,0.8624161073825504
239,4,NF-ours,0.8624161073825504
