,retrain-acc,unlearn-acc,retrain-time,unlearn-time,retrain-f1,unlearn-f1
200,0.9266560371068271,0.9383968691114655,15.051694393157959,19.266885995864868,0.9052862594725746,0.9185309726952516
400,0.928685316712567,0.9383968691114655,16.1154887676239,14.376878499984741,0.9091285453667493,0.9185309726952516
600,0.9054935497898247,0.9383968691114655,20.836223602294922,15.464088678359985,0.8900236645982712,0.9185309726952516
800,0.9305696477750398,0.9383968691114655,27.585329055786133,16.095974922180176,0.9138450052127645,0.9185309726952516
1000,0.9211479924626758,0.9383968691114655,33.24774169921875,19.043895721435547,0.8994409870294933,0.9185309726952516
1200,0.9343383098999855,0.9382519205681983,40.968093395233154,15.275147438049316,0.9152263369174497,0.918209209638394
1400,0.9304246992317727,0.9382519205681983,50.79199409484863,16.327747583389282,0.9105756980320712,0.918209209638394
1600,0.9270908827366285,0.937962023481664,60.30009651184082,17.38041615486145,0.9083667521193407,0.9179038229963357
1800,0.9312943904913755,0.937962023481664,70.42211699485779,21.742565155029297,0.9089414227038428,0.9179038229963357
2000,0.9291201623423685,0.937962023481664,84.10456585884094,20.96272039413452,0.9080444186083074,0.9179038229963357
