,# edges,partition,running time,accuracy,f1,# shards,setting
0,200,blpa,70.80778741836548,0.5922509225092251,0.5084308116224695,19,BLPA
1,200,bekm,75.41753697395325,0.3892988929889299,0.3329647480040726,20,BEKM
2,400,blpa,75.13053488731384,0.5627306273062731,0.4813908179380736,20,BLPA
3,400,bekm,77.67529773712158,0.3966789667896679,0.3432937758517288,20,BEKM
6,800,blpa,76.79879355430603,0.5701107011070111,0.4881213442935466,20,BLPA
7,800,bekm,78.55688571929932,0.3690036900369003,0.325671205806914,20,BEKM
8,1000,blpa,78.89960813522339,0.5756457564575646,0.4939401399845163,20,BLPA
9,1000,bekm,76.74851274490356,0.3542435424354243,0.3137580148591228,20,BEKM
20,200,blpa,68.43684506416321,0.6070110701107011,0.5377549525088358,18,BLPA
21,200,bekm,72.98345518112183,0.3690036900369003,0.3307170499145417,19,BEKM
22,400,blpa,79.28602075576782,0.566420664206642,0.4859976120648659,20,BLPA
23,400,bekm,76.39376950263977,0.3560885608856088,0.3147210228538416,20,BEKM
26,800,blpa,74.09381365776062,0.5922509225092251,0.5220378529233985,20,BLPA
27,800,bekm,75.01795864105225,0.3690036900369003,0.3253412181336564,20,BEKM
28,1000,blpa,74.51639175415039,0.577490774907749,0.5002200468332801,20,BLPA
29,1000,bekm,74.47452425956726,0.3690036900369003,0.3174419385098347,20,BEKM
40,200,blpa,72.08585786819458,0.566420664206642,0.477527054258021,19,BLPA
41,200,bekm,74.94576501846313,0.3726937269372694,0.3352769804413558,20,BEKM
42,400,blpa,74.8308937549591,0.577490774907749,0.503885554010657,20,BLPA
43,400,bekm,73.87207531929016,0.3653136531365313,0.3229350587293188,20,BEKM
46,800,blpa,76.14004492759705,0.5645756457564576,0.4923964046975359,20,BLPA
47,800,bekm,78.50666618347168,0.3690036900369003,0.328354892610282,20,BEKM
48,1000,blpa,78.86841034889221,0.5811808118081181,0.5094652698051715,20,BLPA
49,1000,bekm,76.5100793838501,0.3800738007380074,0.3405582293936943,20,BEKM
60,200,blpa,74.01840400695801,0.5793357933579336,0.4949570582674282,19,BLPA
61,200,bekm,77.080153465271,0.3874538745387454,0.3417861421540226,19,BEKM
62,400,blpa,78.15034651756287,0.5571955719557196,0.469975211307942,20,BLPA
63,400,bekm,77.83753895759583,0.3856088560885609,0.3429918828456685,20,BEKM
66,800,blpa,74.97490096092224,0.559040590405904,0.4820388472310884,20,BLPA
67,800,bekm,74.11289572715759,0.3800738007380074,0.3175893354278329,20,BEKM
