,# edges,setting,accuracy,running time
0,100,random-R,0.8657718120805369,2.5288302898406982
1,100,random-U,0.8557046979865772,2.6167588233947754
2,200,random-R,0.8624161073825504,2.642359495162964
3,200,random-U,0.8557046979865772,2.353097915649414
4,400,random-R,0.8557046979865772,2.31744647026062
5,400,random-U,0.8557046979865772,2.222505807876587
6,800,random-R,0.8389261744966443,2.738668441772461
7,800,random-U,0.8557046979865772,2.5106170177459717
8,1000,random-R,0.8624161073825504,2.1473376750946045
9,1000,random-U,0.8557046979865772,2.322556972503662
10,100,max-degree-R,0.8657718120805369,1.6867740154266357
11,100,max-degree-U,0.8557046979865772,1.1128253936767578
12,200,max-degree-R,0.8523489932885906,1.829242467880249
13,200,max-degree-U,0.8557046979865772,0.9390468597412109
14,400,max-degree-R,0.8624161073825504,2.203375816345215
15,400,max-degree-U,0.8557046979865772,0.5292723178863525
16,800,max-degree-R,0.8489932885906041,1.3416545391082764
17,800,max-degree-U,0.8523489932885906,0.7782647609710693
18,1000,max-degree-R,0.8523489932885906,1.7507328987121582
19,1000,max-degree-U,0.8523489932885906,1.054790735244751
20,100,min-degree-R,0.8557046979865772,1.9019453525543213
21,100,min-degree-U,0.8557046979865772,1.269577980041504
22,200,min-degree-R,0.8120805369127517,1.8413021564483643
23,200,min-degree-U,0.8557046979865772,1.186208724975586
24,400,min-degree-R,0.8422818791946308,2.0503432750701904
25,400,min-degree-U,0.8590604026845637,0.8929460048675537
26,800,min-degree-R,0.825503355704698,2.763192653656006
27,800,min-degree-U,0.8557046979865772,0.7133488655090332
28,1000,min-degree-R,0.8489932885906041,1.6654589176177979
29,1000,min-degree-U,0.8523489932885906,1.2884318828582764
30,100,saliency-R,0.8624161073825504,2.7579185962677
31,100,saliency-U,0.8557046979865772,2.6957130432128906
32,200,saliency-R,0.8557046979865772,1.5284900665283203
33,200,saliency-U,0.8557046979865772,0.7254843711853027
34,400,saliency-R,0.8590604026845637,1.7056617736816406
35,400,saliency-U,0.8557046979865772,1.0771405696868896
36,800,saliency-R,0.8523489932885906,2.8361666202545166
37,800,saliency-U,0.8557046979865772,3.048048973083496
38,1000,saliency-R,0.8557046979865772,1.7872908115386963
39,1000,saliency-U,0.8557046979865772,1.843858003616333
40,100,random-R,0.8422818791946308,2.0293400287628174
41,100,random-U,0.8590604026845637,0.7753915786743164
42,200,random-R,0.8758389261744967,1.1960556507110596
43,200,random-U,0.8624161073825504,0.5868854522705078
44,400,random-R,0.8590604026845637,1.2836716175079346
45,400,random-U,0.8590604026845637,0.7092094421386719
46,800,random-R,0.8691275167785235,1.469198226928711
47,800,random-U,0.8557046979865772,0.5235705375671387
48,1000,random-R,0.8691275167785235,1.8381092548370361
49,1000,random-U,0.8557046979865772,0.9101452827453613
50,100,max-degree-R,0.8624161073825504,2.3611502647399902
51,100,max-degree-U,0.8557046979865772,0.5537362098693848
52,200,max-degree-R,0.8590604026845637,2.0502257347106934
53,200,max-degree-U,0.8557046979865772,1.5099248886108398
54,400,max-degree-R,0.8691275167785235,2.4593007564544678
55,400,max-degree-U,0.8557046979865772,0.7810816764831543
56,800,max-degree-R,0.8657718120805369,3.279331922531128
57,800,max-degree-U,0.8523489932885906,0.8247165679931641
58,1000,max-degree-R,0.8489932885906041,1.8407409191131592
59,1000,max-degree-U,0.8523489932885906,0.8457050323486328
60,100,min-degree-R,0.8489932885906041,1.6456189155578613
61,100,min-degree-U,0.8557046979865772,1.6356632709503174
62,200,min-degree-R,0.8422818791946308,3.742225170135498
63,200,min-degree-U,0.8557046979865772,0.5421879291534424
64,400,min-degree-R,0.8489932885906041,2.805591583251953
65,400,min-degree-U,0.8590604026845637,0.7330856323242188
66,800,min-degree-R,0.8489932885906041,2.1630449295043945
67,800,min-degree-U,0.8557046979865772,0.7542998790740967
68,1000,min-degree-R,0.8187919463087249,3.804157018661499
69,1000,min-degree-U,0.8523489932885906,1.438551902770996
70,100,saliency-R,0.8691275167785235,1.7043919563293457
71,100,saliency-U,0.8557046979865772,0.8549237251281738
72,200,saliency-R,0.8624161073825504,2.721712350845337
73,200,saliency-U,0.8557046979865772,0.5261728763580322
74,400,saliency-R,0.825503355704698,1.7842028141021729
75,400,saliency-U,0.8557046979865772,0.9619898796081543
76,800,saliency-R,0.8523489932885906,1.9047791957855225
77,800,saliency-U,0.8557046979865772,1.7956788539886475
78,1000,saliency-R,0.8523489932885906,1.8787262439727783
79,1000,saliency-U,0.8557046979865772,1.467710018157959
80,100,random-R,0.8557046979865772,1.7719132900238037
81,100,random-U,0.8557046979865772,0.8829338550567627
82,200,random-R,0.8489932885906041,2.2835946083068848
83,200,random-U,0.8557046979865772,1.1872105598449707
84,400,random-R,0.8489932885906041,1.470705509185791
85,400,random-U,0.8489932885906041,0.8530077934265137
86,800,random-R,0.8523489932885906,1.697957992553711
87,800,random-U,0.8456375838926175,0.7337117195129395
88,1000,random-R,0.8523489932885906,2.8837802410125732
89,1000,random-U,0.8489932885906041,0.7815337181091309
90,100,max-degree-R,0.8657718120805369,2.13543701171875
91,100,max-degree-U,0.8557046979865772,0.782569169998169
92,200,max-degree-R,0.8657718120805369,1.871370792388916
93,200,max-degree-U,0.8557046979865772,0.9925141334533691
94,400,max-degree-R,0.8557046979865772,1.692302942276001
95,400,max-degree-U,0.8557046979865772,0.6417467594146729
96,800,max-degree-R,0.8322147651006712,1.758718490600586
97,800,max-degree-U,0.8523489932885906,0.8902409076690674
98,1000,max-degree-R,0.8590604026845637,1.301234483718872
99,1000,max-degree-U,0.8523489932885906,1.2612669467926025
100,100,min-degree-R,0.8590604026845637,2.081770658493042
101,100,min-degree-U,0.8557046979865772,0.9561905860900879
102,200,min-degree-R,0.8456375838926175,1.8400018215179443
103,200,min-degree-U,0.8557046979865772,0.6690404415130615
104,400,min-degree-R,0.8624161073825504,1.9681267738342285
105,400,min-degree-U,0.8590604026845637,1.1055710315704346
106,800,min-degree-R,0.8489932885906041,3.985891103744507
107,800,min-degree-U,0.8557046979865772,0.6667237281799316
108,1000,min-degree-R,0.8489932885906041,2.322984218597412
109,1000,min-degree-U,0.8523489932885906,2.0861432552337646
110,100,saliency-R,0.8489932885906041,1.63444185256958
111,100,saliency-U,0.8557046979865772,0.7967593669891357
112,200,saliency-R,0.8389261744966443,1.3410727977752686
113,200,saliency-U,0.8557046979865772,1.9872546195983887
114,400,saliency-R,0.8557046979865772,1.3903601169586182
