,retrain-acc,retrain_f1,retrain-time,unlearn-acc,unlearn-f1,unlearn-time
0,0.7684563758389261,0.7673007933184705,52.81376051902771,0.7550335570469798,0.7532972703251342,3.7213597297668457
1,0.761744966442953,0.7607724749273543,52.520831823349,0.7583892617449665,0.7568118964501065,4.065345287322998
2,0.7516778523489933,0.7503170289855072,53.662848234176636,0.7516778523489933,0.7497730573710966,3.995990037918091
3,0.7651006711409396,0.7640378263426995,52.11103272438049,0.7550335570469798,0.7532972703251342,5.836559057235718
4,0.7348993288590604,0.7330203336395288,52.94355797767639,0.7550335570469798,0.753565562163693,4.356650114059448
5,0.7516778523489933,0.7503170289855072,52.185903787612915,0.7583892617449665,0.7570652173913044,5.499387502670288
6,0.7449664429530202,0.7438124971720737,52.128660917282104,0.761744966442953,0.7605558887769768,5.173002004623413
7,0.7718120805369127,0.7707796027329079,52.10797691345215,0.7583892617449665,0.7570652173913044,5.969911813735962
8,0.738255033557047,0.7365462211542821,52.48126578330994,0.7550335570469798,0.753565562163693,5.542957305908203
9,0.7651006711409396,0.7640378263426995,53.01492261886597,0.761744966442953,0.7607724749273543,7.23499059677124
10,0.7416107382550335,0.7400623052959503,53.22919034957886,0.7583892617449665,0.7568118964501065,3.374870777130127
11,0.7516778523489933,0.7503170289855072,52.77122926712036,0.7583892617449665,0.7568118964501065,5.744828939437866
12,0.761744966442953,0.7605558887769768,52.10350251197815,0.7516778523489933,0.7497730573710966,3.743351936340332
13,0.761744966442953,0.7609670677286335,52.64534616470337,0.7550335570469798,0.7532972703251342,4.504523992538452
14,0.7684563758389261,0.7675112784505274,53.33077526092529,0.7583892617449665,0.7568118964501065,6.77905535697937
15,0.7483221476510067,0.7470660796939896,52.18851161003113,0.7684563758389261,0.7673007933184705,5.084396839141846
16,0.7651006711409396,0.7640378263426995,52.8242723941803,0.7651006711409396,0.7640378263426995,7.231384992599487
17,0.7416107382550335,0.7403211751524958,51.771106004714966,0.7684563758389261,0.7673007933184705,5.542999744415283
18,0.7516778523489933,0.7503170289855072,53.83534097671509,0.7651006711409396,0.7640378263426995,7.613672256469727
19,0.7550335570469798,0.7538109842354832,51.60543775558472,0.7785234899328859,0.7777124773960218,8.351130723953247
20,0.7550335570469798,0.7540336714041812,52.04482078552246,0.7516778523489933,0.7505542735622822,4.581704616546631
21,0.7516778523489933,0.7505542735622822,53.16005802154541,0.7449664429530202,0.7438124971720737,5.03780198097229
22,0.761744966442953,0.7605558887769768,51.90338397026062,0.761744966442953,0.7609670677286335,3.042409658432007
23,0.7583892617449665,0.7568118964501065,51.79578495025635,0.7651006711409396,0.7644215566698287,5.851111650466919
24,0.761744966442953,0.7609670677286335,51.7816948890686,0.7718120805369127,0.7711523693364051,5.1082727909088135
25,0.761744966442953,0.7605558887769768,51.942821741104126,0.7550335570469798,0.7546993223052896,5.007903337478638
26,0.761744966442953,0.7605558887769768,55.67314028739929,0.7583892617449665,0.7579968418678096,5.499288558959961
27,0.7583892617449665,0.7570652173913044,55.05008125305176,0.7651006711409396,0.7645810762007945,6.334179162979126
28,0.7651006711409396,0.7645810762007945,52.093260049819946,0.7583892617449665,0.7578548212351028,5.9043049812316895
29,0.7516778523489933,0.7505542735622822,51.30999255180359,0.7651006711409396,0.7645810762007945,6.963388442993164
30,0.7550335570469798,0.7538109842354832,51.635287284851074,0.7550335570469798,0.7540336714041812,2.356327533721924
31,0.7751677852348994,0.7747390985502342,50.62081480026245,0.7583892617449665,0.7576907440032524,4.659228324890137
32,0.7449664429530202,0.7440325497287521,52.4472975730896,0.7583892617449665,0.7578548212351028,4.28632664680481
33,0.7550335570469798,0.7540336714041812,53.41000270843506,0.7651006711409396,0.764719151815926,6.476951360702515
34,0.7348993288590604,0.7333106768620787,52.64694809913635,0.7651006711409396,0.764719151815926,5.447022199630737
35,0.7516778523489933,0.7505542735622822,51.91136431694031,0.7785234899328859,0.7782738095238095,5.2209038734436035
36,0.7583892617449665,0.7578548212351028,51.60925817489624,0.7785234899328859,0.7783637592968222,6.079537868499756
37,0.7449664429530202,0.7440325497287521,53.09766483306885,0.785234899328859,0.7851478010093726,5.233529090881348
38,0.7550335570469798,0.7540336714041812,52.154999017715454,0.7885906040268457,0.7885310715371878,7.015799522399902
39,0.7483221476510067,0.7468139337298216,51.05256962776184,0.785234899328859,0.7851478010093726,7.7177653312683105
40,0.7651006711409396,0.7640378263426995,51.333794355392456,0.761744966442953,0.7605558887769768,3.4841625690460205
41,0.7416107382550335,0.7403211751524958,52.50085520744324,0.7516778523489933,0.7507685352622062,4.4135870933532715
42,0.7449664429530202,0.7435688405797102,52.24452257156372,0.7483221476510067,0.7470660796939896,4.139199733734131
43,0.7483221476510067,0.7465382914299323,52.11614227294922,0.7483221476510067,0.7470660796939896,3.684622049331665
44,0.7550335570469798,0.7542337456928203,54.12405753135681,0.7483221476510067,0.7470660796939896,4.448739767074585
45,0.761744966442953,0.7607724749273543,52.14114212989807,0.7416107382550335,0.7405560643578349,4.4741294384002686
46,0.7516778523489933,0.7500566713514984,51.086660385131836,0.7483221476510067,0.7475004236570072,5.654524564743042
47,0.738255033557047,0.7365462211542821,51.734137773513794,0.7550335570469798,0.7544113164519808,5.169546604156494
48,0.7583892617449665,0.757296049952491,51.67035722732544,0.7583892617449665,0.7576907440032524,5.1701600551605225
49,0.7483221476510067,0.7468139337298216,53.78754210472107,0.7516778523489933,0.7512745319196932,5.998884439468384
50,0.7550335570469798,0.7532972703251342,52.37554621696472,0.7718120805369127,0.7709764918625678,3.49008846282959
51,0.7583892617449665,0.757296049952491,51.222861766815186,0.7684563758389261,0.7673007933184705,3.893744707107544
52,0.7684563758389261,0.7675112784505274,51.385642290115356,0.785234899328859,0.7847598410978693,5.016560077667236
