,# edges,setting,privacy leakage
466,100,saliency-R,0.010000000000000009
467,100,saliency-U,0.010000000000000009
468,200,saliency-O,0.84
469,200,saliency-R,0.0050000000000000044
470,200,saliency-U,0.0050000000000000044
471,300,saliency-O,0.93
472,300,saliency-R,0.00666666666666671
473,300,saliency-U,0.0033333333333332993
474,400,saliency-O,0.8825
475,400,saliency-R,0.0050000000000000044
476,400,saliency-U,0.0050000000000000044
477,500,saliency-O,0.86
478,500,saliency-R,0.15600000000000003
479,500,saliency-U,0.0020000000000000018
480,100,random-O,0.85
481,100,random-R,0.22999999999999998
482,100,random-U,0.19999999999999996
483,200,random-O,0.885
484,200,random-R,0.21499999999999997
485,200,random-U,0.36
486,300,random-O,0.8766666666666667
487,300,random-R,0.20666666666666667
488,300,random-U,0.19999999999999996
489,400,random-O,0.8825
490,400,random-R,0.19499999999999995
491,400,random-U,0.16749999999999998
492,500,random-O,0.92
493,500,random-R,0.16000000000000003
494,500,random-U,0.17200000000000004
495,100,max-degree-O,0.77
496,100,max-degree-R,0.18999999999999995
497,100,max-degree-U,0.12
498,200,max-degree-O,0.93
499,200,max-degree-R,0.24
500,200,max-degree-U,0.245
501,300,max-degree-O,0.7566666666666667
502,300,max-degree-R,0.29666666666666663
503,300,max-degree-U,0.26
504,400,max-degree-O,0.89
505,400,max-degree-R,0.1775
506,400,max-degree-U,0.16749999999999998
507,500,max-degree-O,0.896
508,500,max-degree-R,0.14400000000000002
509,500,max-degree-U,0.17200000000000004
510,100,min-degree-O,0.92
511,100,min-degree-R,0.010000000000000009
512,100,min-degree-U,0.020000000000000018
513,200,min-degree-O,0.88
514,200,min-degree-R,0.010000000000000009
515,200,min-degree-U,0.010000000000000009
516,300,min-degree-O,0.91
517,300,min-degree-R,0.00666666666666671
518,300,min-degree-U,0.00666666666666671
519,400,min-degree-O,0.86
520,400,min-degree-R,0.0024999999999999467
521,400,min-degree-U,0.0050000000000000044
522,500,min-degree-O,0.846
523,500,min-degree-R,0.0020000000000000018
524,500,min-degree-U,0.0020000000000000018
525,100,saliency-O,0.82
526,100,saliency-R,0.010000000000000009
527,100,saliency-U,0.010000000000000009
528,200,saliency-O,0.885
529,200,saliency-R,0.010000000000000009
530,200,saliency-U,0.0050000000000000044
531,300,saliency-O,0.8566666666666667
532,300,saliency-R,0.0033333333333332993
533,300,saliency-U,0.00666666666666671
534,400,saliency-O,0.93
535,400,saliency-R,0.0050000000000000044
536,400,saliency-U,0.0024999999999999467
537,500,saliency-O,0.898
538,500,saliency-R,0.0040000000000000036
539,500,saliency-U,0.0040000000000000036
540,100,random-O,0.87
541,100,random-R,0.27
542,100,random-U,0.20999999999999996
543,200,random-O,0.74
544,200,random-R,0.22499999999999998
545,200,random-U,0.19999999999999996
546,300,random-O,0.8333333333333334
547,300,random-R,0.25
548,300,random-U,0.33999999999999997
549,400,random-O,0.8875
550,400,random-R,0.21999999999999997
551,400,random-U,0.19999999999999996
552,500,random-O,0.896
553,500,random-R,0.21599999999999997
554,500,random-U,0.19399999999999995
555,100,max-degree-O,0.8
556,100,max-degree-R,0.37
557,100,max-degree-U,0.33999999999999997
558,200,max-degree-O,0.805
559,200,max-degree-R,0.265
560,200,max-degree-U,0.31000000000000005
561,300,max-degree-O,0.7666666666666667
562,300,max-degree-R,0.3833333333333333
563,300,max-degree-U,0.3433333333333334
564,400,max-degree-O,0.7775
565,400,max-degree-R,0.31499999999999995
566,400,max-degree-U,0.22999999999999998
567,500,max-degree-O,0.802
568,500,max-degree-R,0.20799999999999996
569,500,max-degree-U,0.16200000000000003
570,100,min-degree-O,0.87
571,100,min-degree-R,0.010000000000000009
572,100,min-degree-U,0.010000000000000009
573,200,min-degree-O,0.845
574,200,min-degree-R,0.0050000000000000044
575,200,min-degree-U,0.0050000000000000044
576,300,min-degree-O,0.89
577,300,min-degree-R,0.0033333333333332993
578,300,min-degree-U,0.0033333333333332993
579,400,min-degree-O,0.86
580,400,min-degree-R,0.0024999999999999467
581,400,min-degree-U,0.0050000000000000044
582,500,min-degree-O,0.832
583,500,min-degree-R,0.0020000000000000018
584,500,min-degree-U,0.0020000000000000018
585,100,saliency-O,0.83
586,100,saliency-R,0.010000000000000009
587,100,saliency-U,0.21999999999999997
588,200,saliency-O,0.905
589,200,saliency-R,0.010000000000000009
590,200,saliency-U,0.010000000000000009
591,300,saliency-O,0.8266666666666667
592,300,saliency-R,0.00666666666666671
593,300,saliency-U,0.00666666666666671
594,400,saliency-O,0.8375
595,400,saliency-R,0.0024999999999999467
596,400,saliency-U,0.0024999999999999467
597,500,saliency-O,0.854
598,500,saliency-R,0.0040000000000000036
599,500,saliency-U,0.0040000000000000036
