,# edges,accuracy
0,0,0.7642642642642643
1,0,0.7597597597597597
2,0,0.7687687687687688
3,0,0.7537537537537538
4,0,0.7597597597597597
5,0,0.7582582582582582
6,0,0.7687687687687688
7,0,0.7627627627627628
8,0,0.7597597597597597
9,0,0.7582582582582582
