,# edges,JSD
0,200,0.016812563
1,400,0.017386736
2,600,0.018363636
3,800,0.02063974
4,1000,0.020718176
5,1200,0.023215368
6,1400,0.025104865
7,1600,0.026505943
8,1800,0.029278487
9,2000,0.030650681
10,100,0.015854
