,# edges,setting,accuracy,f1
48,0,retrain,0.8590604026845637,0.859035004730369
49,0,unlearn,0.8590604026845637,0.859035004730369
50,100,retrain,0.8691275167785235,0.868948953012415
51,100,unlearn,0.8590604026845637,0.859035004730369
52,200,retrain,0.8691275167785235,0.8690080362476471
53,200,unlearn,0.8590604026845637,0.859035004730369
54,400,retrain,0.8624161073825504,0.8623401498507126
55,400,unlearn,0.8590604026845637,0.859035004730369
56,800,retrain,0.8624161073825504,0.8622283865002311
57,800,unlearn,0.8590604026845637,0.859035004730369
58,1000,retrain,0.8624161073825504,0.8622283865002311
59,1000,unlearn,0.8590604026845637,0.859035004730369
60,0,retrain,0.8691275167785235,0.868948953012415
61,0,unlearn,0.8691275167785235,0.868948953012415
62,100,retrain,0.8691275167785235,0.8690080362476471
63,100,unlearn,0.8624161073825504,0.8620666297880988
64,200,retrain,0.8691275167785235,0.8690552644921412
65,200,unlearn,0.8624161073825504,0.8620666297880988
66,400,retrain,0.8422818791946308,0.8422374660674259
67,400,unlearn,0.8624161073825504,0.8620666297880988
68,800,retrain,0.8657718120805369,0.8656750056344378
69,800,unlearn,0.8624161073825504,0.8621537767247701
70,1000,retrain,0.8624161073825504,0.8622283865002311
71,1000,unlearn,0.8624161073825504,0.8621537767247701
72,0,retrain,0.8691275167785235,0.8690080362476471
73,0,unlearn,0.8691275167785235,0.8690080362476471
74,100,retrain,0.8691275167785235,0.8690552644921412
75,100,unlearn,0.8657718120805369,0.865553801037672
76,200,retrain,0.8657718120805369,0.8656750056344378
77,200,unlearn,0.8657718120805369,0.865553801037672
78,400,retrain,0.87248322147651,0.8723394660894661
79,400,unlearn,0.8657718120805369,0.865553801037672
80,800,retrain,0.8691275167785235,0.8690080362476471
81,800,unlearn,0.8691275167785235,0.8688779827381959
82,1000,retrain,0.8624161073825504,0.8622904996449623
83,1000,unlearn,0.8691275167785235,0.8688779827381959
84,0,retrain,0.8489932885906041,0.8488554264395929
85,0,unlearn,0.8489932885906041,0.8488554264395929
86,100,retrain,0.8691275167785235,0.8690080362476471
87,100,unlearn,0.8422818791946308,0.8421948059264266
88,200,retrain,0.8691275167785235,0.8690080362476471
89,200,unlearn,0.8456375838926175,0.8455262564796033
90,400,retrain,0.8657718120805369,0.8656750056344378
91,400,unlearn,0.8422818791946308,0.8421948059264266
92,800,retrain,0.8624161073825504,0.8622904996449623
93,800,unlearn,0.8456375838926175,0.8455749819754866
94,1000,retrain,0.8624161073825504,0.8624021622839124
95,1000,unlearn,0.8456375838926175,0.8455749819754866
96,0,retrain,0.8624161073825504,0.8623773640162651
97,0,unlearn,0.8624161073825504,0.8623773640162651
98,100,retrain,0.8691275167785235,0.868948953012415
99,100,unlearn,0.8624161073825504,0.8623773640162651
100,200,retrain,0.8624161073825504,0.8622904996449623
101,200,unlearn,0.8624161073825504,0.8623773640162651
102,400,retrain,0.8624161073825504,0.8623401498507126
103,400,unlearn,0.8624161073825504,0.8623773640162651
104,800,retrain,0.8590604026845637,0.859035004730369
105,800,unlearn,0.8624161073825504,0.8623773640162651
106,1000,retrain,0.8624161073825504,0.8621537767247701
107,1000,unlearn,0.8624161073825504,0.8623773640162651
108,0,retrain,0.8657718120805369,0.8656204906204906
109,0,unlearn,0.8657718120805369,0.8656204906204906
110,100,retrain,0.8624161073825504,0.8622283865002311
111,100,unlearn,0.8657718120805369,0.8656204906204906
112,200,retrain,0.8691275167785235,0.8690080362476471
113,200,unlearn,0.8657718120805369,0.8656204906204906
114,400,retrain,0.8691275167785235,0.8690080362476471
115,400,unlearn,0.8657718120805369,0.8656204906204906
116,800,retrain,0.8691275167785235,0.8690080362476471
117,800,unlearn,0.8657718120805369,0.8656204906204906
118,1000,retrain,0.8557046979865772,0.8556640646999853
119,1000,unlearn,0.8657718120805369,0.8656204906204906
