,retrain-acc,unlearn-acc,retrain-time,unlearn-time,retrain-f1,unlearn-f1
200,0.8120805369127517,0.7986577181208053,7.34246563911438,1.303502082824707,0.8070751445086706,0.794577205882353
400,0.8120805369127517,0.802013422818792,1.5445380210876465,1.304335355758667,0.8070751445086706,0.7981933588145496
600,0.8120805369127517,0.8053691275167785,1.721656084060669,1.1877875328063965,0.8070751445086706,0.8014246323529413
800,0.8120805369127517,0.8053691275167785,1.867133617401123,1.1992862224578857,0.8070751445086706,0.8014246323529413
1000,0.8120805369127517,0.8053691275167785,2.023916244506836,1.440481185913086,0.8070751445086706,0.8014246323529413
1200,0.8120805369127517,0.8053691275167785,2.206906795501709,0.8817963600158691,0.8070751445086706,0.8014246323529413
1400,0.8120805369127517,0.8053691275167785,2.3823153972625732,1.5187230110168457,0.8070751445086706,0.8014246323529413
1600,0.8120805369127517,0.8053691275167785,2.5446784496307373,1.3914883136749268,0.8070751445086706,0.8014246323529413
1800,0.8087248322147651,0.8053691275167785,2.728025197982788,0.9146819114685059,0.8038454876147583,0.8014246323529413
2000,0.8154362416107382,0.8053691275167785,2.8693532943725586,1.5272812843322754,0.8103075124706317,0.8014246323529413
