,# edges,jsd
0,100,0.021157588809728622
1,200,0.01622888445854187
2,300,0.015291290357708931
3,400,0.017766350880265236
4,500,0.01554817333817482
5,100,0.01604805886745453
6,200,0.019674737006425858
7,300,0.015615809708833694
8,400,0.018973268568515778
9,500,0.019984178245067596
10,100,0.017905045300722122
11,200,0.02092760242521763
12,300,0.02474384382367134
13,400,0.02049359492957592
14,500,0.02536722458899021
15,100,0.01958058588206768
16,200,0.017647773027420044
17,300,0.01722281612455845
18,400,0.015308434143662453
19,500,0.017133519053459167
20,100,0.02090970240533352
21,200,0.019877426326274872
22,300,0.019120894372463226
23,400,0.020703574642539024
24,500,0.016026871278882027
25,100,0.014601824805140495
26,200,0.01490043569356203
27,300,0.015817491337656975
28,400,0.015959860756993294
29,500,0.023186247795820236
30,100,0.019993232563138008
31,200,0.0213758684694767
32,300,0.02026134915649891
33,400,0.022573580965399742
34,500,0.023507215082645416
35,100,0.020791392773389816
36,200,0.015385959297418594
37,300,0.024419745430350304
38,400,0.017340123653411865
39,500,0.018496783450245857
40,100,0.02125445194542408
41,200,0.018122712150216103
42,300,0.02053026109933853
43,400,0.017200518399477005
44,500,0.016619816422462463
45,100,0.016122648492455482
46,200,0.014626150950789452
47,300,0.013967428356409073
48,400,0.01566808670759201
49,500,0.017483316361904144
50,100,0.027232542634010315
51,200,0.018769070506095886
52,300,0.02309013158082962
53,400,0.021080072969198227
54,500,0.022598600015044212
55,100,0.018021907657384872
56,200,0.01503151748329401
57,300,0.01873675175011158
58,400,0.01921609789133072
59,500,0.019790180027484894
60,100,0.01793135330080986
61,200,0.014949946664273739
62,300,0.016212496906518936
63,400,0.01608545519411564
64,500,0.01862354576587677
65,100,0.01887119933962822
66,200,0.01570500060915947
67,300,0.014515161514282227
68,400,0.016687685623764992
69,500,0.01868985779583454
70,100,0.018858829513192177
71,200,0.022813864052295685
72,300,0.018875794485211372
73,400,0.017426833510398865
74,500,0.020290417596697807
75,100,0.01704585738480091
76,200,0.021325932815670967
77,300,0.018999693915247917
78,400,0.01883087493479252
79,500,0.016921961680054665
80,100,0.017815014347434044
81,200,0.016195839270949364
82,300,0.02053368091583252
83,400,0.01704382337629795
84,500,0.016831576824188232
85,100,0.019479257985949516
86,200,0.017092278227210045
87,300,0.014133473858237267
88,400,0.018502438440918922
89,500,0.020838618278503418
90,100,0.024231325834989548
91,200,0.021848520264029503
92,300,0.022926248610019684
93,400,0.02589600160717964
94,500,0.0293602142482996
95,100,0.016860872507095337
96,200,0.02042379416525364
97,300,0.017701780423521996
98,400,0.01942293904721737
99,500,0.022325433790683746
100,100,0.02024799771606922
101,200,0.01767652854323387
102,300,0.0164490994066
103,400,0.016404295340180397
104,500,0.01871134527027607
105,100,0.01681932993233204
106,200,0.015802638605237007
107,300,0.014088979922235012
108,400,0.01749480329453945
109,500,0.016104495152831078
110,100,0.020338626578450203
111,200,0.021389538422226906
112,300,0.02019946649670601
113,400,0.02214832976460457
114,500,0.022557010874152184
115,100,0.015595582313835621
116,200,0.01445184275507927
117,300,0.017994632944464684
118,400,0.018261216580867767
119,500,0.01602315530180931
120,100,0.01861521601676941
121,200,0.01480870321393013
122,300,0.019284609705209732
123,400,0.01745094545185566
124,500,0.016280870884656906
125,100,0.01562749408185482
126,200,0.01504823099821806
127,300,0.019199395552277565
128,400,0.01666606217622757
129,500,0.018227610737085342
130,100,0.027410084381699562
131,200,0.020630020648241043
132,300,0.020327871665358543
133,400,0.021850263699889183
134,500,0.025060052052140236
135,100,0.018103061243891716
136,200,0.02309756726026535
137,300,0.019815417006611824
138,400,0.02548385225236416
139,500,0.0194389671087265
140,100,0.016830556094646454
141,200,0.0181410014629364
142,300,0.015828223899006844
143,400,0.017720654606819153
144,500,0.016239318996667862
145,100,0.016573989763855934
146,200,0.015769705176353455
147,300,0.016418542712926865
148,400,0.015473369508981705
149,500,0.018360966816544533
150,100,0.02445542998611927
151,200,0.018685175105929375
152,300,0.02341841161251068
153,400,0.023953208699822426
154,500,0.02483271062374115
155,100,0.018322275951504707
156,200,0.016803812235593796
157,300,0.018200483173131943
158,400,0.019433125853538513
159,500,0.016008285805583
160,100,0.021181518211960793
161,200,0.019217705354094505
162,300,0.019711166620254517
163,400,0.018351340666413307
164,500,0.016555918380618095
165,100,0.016615241765975952
166,200,0.015912996605038643
167,300,0.01712106727063656
168,400,0.016755258664488792
169,500,0.0177738219499588
170,100,0.020489968359470367
171,200,0.021812452003359795
172,300,0.019911959767341614
173,400,0.021168779581785202
174,500,0.019243912771344185
175,100,0.016661211848258972
176,200,0.018990186974406242
177,300,0.01947076991200447
178,400,0.021813591942191124
179,500,0.017160983756184578
180,100,0.016190452501177788
181,200,0.016094598919153214
182,300,0.014689442701637745
183,400,0.014988734386861324
184,500,0.017611227929592133
185,100,0.016220202669501305
186,200,0.015153533779084682
187,300,0.01827070116996765
188,400,0.017263280227780342
189,500,0.017267603427171707
190,100,0.02764176018536091
191,200,0.018313303589820862
192,300,0.02131865732371807
193,400,0.020538445562124252
194,500,0.022498244419693947
195,100,0.015781376510858536
196,200,0.015614085830748081
197,300,0.01910228095948696
198,400,0.017885811626911163
199,500,0.018193811178207397
