,# edges,JSD
0,200,0.003557825
1,400,0.004362211
2,600,0.004815449
3,800,0.003910168
4,1000,0.004121573
5,1200,0.003594634
6,1400,0.004617941
7,1600,0.00426449
8,1800,0.00380663
9,2000,0.003328447
0,100,0.005808
