,# edges,partition,running time,accuracy,f1,# shards,setting
166,800,blpa,233.72363018989563,0.6756756756756757,0.6166585589748953,17,BLPA
167,800,bekm,249.6556212902069,0.506006006006006,0.4327831134194126,20,BEKM
168,1000,blpa,258.2366440296173,0.6456456456456456,0.5899094746864761,19,BLPA
169,1000,bekm,277.9223401546478,0.5,0.4377151347476448,20,BEKM
180,200,blpa,119.02946734428406,0.7852852852852853,0.7206032066127798,9,BLPA
181,200,bekm,207.35097575187683,0.5345345345345346,0.4680557408492263,17,BEKM
182,400,blpa,168.67558574676514,0.7477477477477478,0.682207908193117,13,BLPA
183,400,bekm,230.500652551651,0.5,0.4356341286741836,19,BEKM
186,800,blpa,230.77033853530884,0.6531531531531531,0.5926941150176989,18,BLPA
187,800,bekm,248.1660237312317,0.4684684684684684,0.4089829856324735,20,BEKM
188,1000,blpa,228.0869786739349,0.6561561561561562,0.5923621516860844,18,BLPA
189,1000,bekm,241.8837673664093,0.4759759759759759,0.4053863994992308,20,BEKM
