,# edges,setting,Accuracy
204,1000,min-degree-R,0.7550335570469798
205,1200,min-degree-R,0.7483221476510067
206,1400,min-degree-R,0.7583892617449665
207,1600,min-degree-R,0.7315436241610739
208,1800,min-degree-R,0.7281879194630873
209,2000,min-degree-R,0.7348993288590604
210,200,min-degree-U,0.7516778523489933
211,400,min-degree-U,0.7651006711409396
212,600,min-degree-U,0.761744966442953
213,800,min-degree-U,0.7516778523489933
214,1000,min-degree-U,0.7583892617449665
215,1200,min-degree-U,0.7550335570469798
216,1400,min-degree-U,0.7449664429530202
217,1600,min-degree-U,0.7483221476510067
218,1800,min-degree-U,0.7516778523489933
219,2000,min-degree-U,0.7516778523489933
220,200,saliency-R,0.7718120805369127
221,400,saliency-R,0.7550335570469798
222,600,saliency-R,0.7785234899328859
223,800,saliency-R,0.7651006711409396
224,1000,saliency-R,0.761744966442953
225,1200,saliency-R,0.7550335570469798
226,1400,saliency-R,0.7483221476510067
227,1600,saliency-R,0.7550335570469798
228,1800,saliency-R,0.7651006711409396
229,2000,saliency-R,0.761744966442953
230,200,saliency-U,0.7583892617449665
231,400,saliency-U,0.7684563758389261
232,600,saliency-U,0.761744966442953
233,800,saliency-U,0.7583892617449665
234,1000,saliency-U,0.7550335570469798
235,1200,saliency-U,0.761744966442953
236,1400,saliency-U,0.761744966442953
237,1600,saliency-U,0.7651006711409396
238,1800,saliency-U,0.761744966442953
239,2000,saliency-U,0.7651006711409396
240,200,random-R,0.7483221476510067
241,400,random-R,0.7449664429530202
242,600,random-R,0.761744966442953
243,800,random-R,0.7483221476510067
244,1000,random-R,0.7583892617449665
245,1200,random-R,0.7483221476510067
246,1400,random-R,0.7550335570469798
247,1600,random-R,0.7516778523489933
248,1800,random-R,0.7583892617449665
249,2000,random-R,0.7651006711409396
250,200,random-U,0.7483221476510067
251,400,random-U,0.7583892617449665
252,600,random-U,0.7516778523489933
253,800,random-U,0.7550335570469798
254,1000,random-U,0.7550335570469798
255,1200,random-U,0.7483221476510067
256,1400,random-U,0.7550335570469798
257,1600,random-U,0.7516778523489933
258,1800,random-U,0.7516778523489933
259,2000,random-U,0.7516778523489933
260,200,max-degree-R,0.7550335570469798
261,400,max-degree-R,0.7583892617449665
262,600,max-degree-R,0.7550335570469798
263,800,max-degree-R,0.738255033557047
264,1000,max-degree-R,0.7516778523489933
265,1200,max-degree-R,0.7416107382550335
266,1400,max-degree-R,0.7416107382550335
267,1600,max-degree-R,0.7550335570469798
268,1800,max-degree-R,0.7483221476510067
269,2000,max-degree-R,0.738255033557047
270,200,max-degree-U,0.7583892617449665
271,400,max-degree-U,0.7516778523489933
272,600,max-degree-U,0.7483221476510067
273,800,max-degree-U,0.7483221476510067
274,1000,max-degree-U,0.7583892617449665
275,1200,max-degree-U,0.7483221476510067
276,1400,max-degree-U,0.7483221476510067
277,1600,max-degree-U,0.7483221476510067
278,1800,max-degree-U,0.7483221476510067
279,2000,max-degree-U,0.7516778523489933
280,200,min-degree-R,0.7449664429530202
281,400,min-degree-R,0.7684563758389261
282,600,min-degree-R,0.7718120805369127
283,800,min-degree-R,0.7684563758389261
284,1000,min-degree-R,0.7583892617449665
285,1200,min-degree-R,0.761744966442953
286,1400,min-degree-R,0.7214765100671141
287,1600,min-degree-R,0.7348993288590604
288,1800,min-degree-R,0.7214765100671141
289,2000,min-degree-R,0.7114093959731543
290,200,min-degree-U,0.7449664429530202
291,400,min-degree-U,0.7583892617449665
292,600,min-degree-U,0.7583892617449665
293,800,min-degree-U,0.7583892617449665
294,1000,min-degree-U,0.7651006711409396
295,1200,min-degree-U,0.7651006711409396
296,1400,min-degree-U,0.7449664429530202
297,1600,min-degree-U,0.7483221476510067
298,1800,min-degree-U,0.7483221476510067
299,2000,min-degree-U,0.7583892617449665
300,200,saliency-R,0.7751677852348994
301,400,saliency-R,0.7550335570469798
302,600,saliency-R,0.7550335570469798
303,800,saliency-R,0.7684563758389261
304,1000,saliency-R,0.761744966442953
305,1200,saliency-R,0.7583892617449665
306,1400,saliency-R,0.6778523489932886
307,1600,saliency-R,0.7751677852348994
308,1800,saliency-R,0.7718120805369127
309,2000,saliency-R,0.7516778523489933
310,200,saliency-U,0.7550335570469798
311,400,saliency-U,0.7583892617449665
312,600,saliency-U,0.7583892617449665
313,800,saliency-U,0.7583892617449665
314,1000,saliency-U,0.7583892617449665
315,1200,saliency-U,0.761744966442953
316,1400,saliency-U,0.7583892617449665
317,1600,saliency-U,0.7583892617449665
318,1800,saliency-U,0.7583892617449665
319,2000,saliency-U,0.7583892617449665
320,200,random-R,0.7516778523489933
321,400,random-R,0.7550335570469798
322,600,random-R,0.761744966442953
323,800,random-R,0.7516778523489933
324,1000,random-R,0.7550335570469798
325,1200,random-R,0.7516778523489933
326,1400,random-R,0.7416107382550335
327,1600,random-R,0.6812080536912751
328,1800,random-R,0.7483221476510067
329,2000,random-R,0.738255033557047
330,200,random-U,0.7550335570469798
331,400,random-U,0.7583892617449665
332,600,random-U,0.7550335570469798
333,800,random-U,0.7483221476510067
334,1000,random-U,0.7516778523489933
335,1200,random-U,0.7483221476510067
336,1400,random-U,0.7483221476510067
337,1600,random-U,0.7416107382550335
338,1800,random-U,0.7348993288590604
339,2000,random-U,0.738255033557047
340,200,max-degree-R,0.7651006711409396
341,400,max-degree-R,0.7550335570469798
342,600,max-degree-R,0.7449664429530202
343,800,max-degree-R,0.7516778523489933
344,1000,max-degree-R,0.7483221476510067
345,1200,max-degree-R,0.7449664429530202
346,1400,max-degree-R,0.7583892617449665
347,1600,max-degree-R,0.761744966442953
348,1800,max-degree-R,0.7416107382550335
349,2000,max-degree-R,0.738255033557047
350,200,max-degree-U,0.7583892617449665
351,400,max-degree-U,0.7550335570469798
352,600,max-degree-U,0.7483221476510067
353,800,max-degree-U,0.7483221476510067
354,1000,max-degree-U,0.7583892617449665
355,1200,max-degree-U,0.7449664429530202
356,1400,max-degree-U,0.7550335570469798
357,1600,max-degree-U,0.7516778523489933
358,1800,max-degree-U,0.7516778523489933
359,2000,max-degree-U,0.7550335570469798
360,200,min-degree-R,0.761744966442953
361,400,min-degree-R,0.7416107382550335
362,600,min-degree-R,0.7785234899328859
363,800,min-degree-R,0.738255033557047
364,1000,min-degree-R,0.7651006711409396
365,1200,min-degree-R,0.7416107382550335
366,1400,min-degree-R,0.738255033557047
367,1600,min-degree-R,0.7416107382550335
368,1800,min-degree-R,0.7348993288590604
369,2000,min-degree-R,0.7281879194630873
370,200,min-degree-U,0.7449664429530202
371,400,min-degree-U,0.7483221476510067
372,600,min-degree-U,0.7449664429530202
373,800,min-degree-U,0.7416107382550335
374,1000,min-degree-U,0.7483221476510067
375,1200,min-degree-U,0.738255033557047
376,1400,min-degree-U,0.7281879194630873
377,1600,min-degree-U,0.7315436241610739
378,1800,min-degree-U,0.7348993288590604
379,2000,min-degree-U,0.7348993288590604
380,200,saliency-R,0.7483221476510067
381,400,saliency-R,0.7651006711409396
382,600,saliency-R,0.7583892617449665
383,800,saliency-R,0.7583892617449665
384,1000,saliency-R,0.7684563758389261
385,1200,saliency-R,0.7651006711409396
386,1400,saliency-R,0.738255033557047
387,1600,saliency-R,0.7550335570469798
388,1800,saliency-R,0.7483221476510067
389,2000,saliency-R,0.7718120805369127
390,200,saliency-U,0.7583892617449665
391,400,saliency-U,0.7583892617449665
392,600,saliency-U,0.761744966442953
393,800,saliency-U,0.7651006711409396
394,1000,saliency-U,0.761744966442953
395,1200,saliency-U,0.761744966442953
396,1400,saliency-U,0.761744966442953
397,1600,saliency-U,0.7583892617449665
398,1800,saliency-U,0.761744966442953
399,2000,saliency-U,0.761744966442953
400,200,random-R,0.7449664429530202
401,400,random-R,0.7516778523489933
402,600,random-R,0.7684563758389261
403,800,random-R,0.785234899328859
404,1000,random-R,0.7583892617449665
405,1200,random-R,0.7718120805369127
406,1400,random-R,0.7516778523489933
407,1600,random-R,0.7516778523489933
408,1800,random-R,0.7684563758389261
409,2000,random-R,0.7483221476510067
410,200,random-U,0.7516778523489933
411,400,random-U,0.7449664429530202
412,600,random-U,0.7516778523489933
413,800,random-U,0.7583892617449665
414,1000,random-U,0.7583892617449665
415,1200,random-U,0.7583892617449665
416,1400,random-U,0.7550335570469798
417,1600,random-U,0.7516778523489933
418,1800,random-U,0.7550335570469798
419,2000,random-U,0.7550335570469798
420,200,max-degree-R,0.7516778523489933
421,400,max-degree-R,0.738255033557047
422,600,max-degree-R,0.7550335570469798
423,800,max-degree-R,0.7550335570469798
424,1000,max-degree-R,0.738255033557047
425,1200,max-degree-R,0.7583892617449665
426,1400,max-degree-R,0.761744966442953
427,1600,max-degree-R,0.7348993288590604
428,1800,max-degree-R,0.761744966442953
429,2000,max-degree-R,0.7516778523489933
430,200,max-degree-U,0.7483221476510067
431,400,max-degree-U,0.7416107382550335
432,600,max-degree-U,0.7416107382550335
433,800,max-degree-U,0.7449664429530202
434,1000,max-degree-U,0.7449664429530202
435,1200,max-degree-U,0.7416107382550335
436,1400,max-degree-U,0.7416107382550335
437,1600,max-degree-U,0.7348993288590604
438,1800,max-degree-U,0.7348993288590604
439,2000,max-degree-U,0.738255033557047
440,200,min-degree-R,0.761744966442953
441,400,min-degree-R,0.7583892617449665
442,600,min-degree-R,0.7516778523489933
443,800,min-degree-R,0.7718120805369127
444,1000,min-degree-R,0.7550335570469798
445,1200,min-degree-R,0.7583892617449665
446,1400,min-degree-R,0.7416107382550335
447,1600,min-degree-R,0.7516778523489933
448,1800,min-degree-R,0.7449664429530202
449,2000,min-degree-R,0.7416107382550335
450,200,min-degree-U,0.7348993288590604
451,400,min-degree-U,0.7416107382550335
452,600,min-degree-U,0.738255033557047
453,800,min-degree-U,0.738255033557047
454,1000,min-degree-U,0.7483221476510067
455,1200,min-degree-U,0.7449664429530202
456,1400,min-degree-U,0.7348993288590604
457,1600,min-degree-U,0.7348993288590604
458,1800,min-degree-U,0.7348993288590604
459,2000,min-degree-U,0.7348993288590604
460,200,saliency-R,0.7449664429530202
461,400,saliency-R,0.761744966442953
462,600,saliency-R,0.7651006711409396
463,800,saliency-R,0.761744966442953
464,1000,saliency-R,0.7718120805369127
465,1200,saliency-R,0.761744966442953
466,1400,saliency-R,0.7516778523489933
467,1600,saliency-R,0.7516778523489933
468,1800,saliency-R,0.7718120805369127
469,2000,saliency-R,0.7483221476510067
470,200,saliency-U,0.7516778523489933
471,400,saliency-U,0.7516778523489933
472,600,saliency-U,0.7516778523489933
473,800,saliency-U,0.7516778523489933
474,1000,saliency-U,0.7449664429530202
475,1200,saliency-U,0.7449664429530202
476,1400,saliency-U,0.7483221476510067
477,1600,saliency-U,0.7483221476510067
478,1800,saliency-U,0.7516778523489933
479,2000,saliency-U,0.7516778523489933
480,200,random-R,0.761744966442953
481,400,random-R,0.7516778523489933
482,600,random-R,0.7449664429530202
483,800,random-R,0.7516778523489933
484,1000,random-R,0.7483221476510067
485,1200,random-R,0.7550335570469798
486,1400,random-R,0.7516778523489933
487,1600,random-R,0.7651006711409396
488,1800,random-R,0.7483221476510067
489,2000,random-R,0.7516778523489933
490,200,random-U,0.7651006711409396
491,400,random-U,0.761744966442953
492,600,random-U,0.761744966442953
493,800,random-U,0.7651006711409396
494,1000,random-U,0.7651006711409396
495,1200,random-U,0.7651006711409396
496,1400,random-U,0.761744966442953
497,1600,random-U,0.7583892617449665
498,1800,random-U,0.7583892617449665
499,2000,random-U,0.761744966442953
500,200,max-degree-R,0.7718120805369127
501,400,max-degree-R,0.7516778523489933
502,600,max-degree-R,0.7516778523489933
503,800,max-degree-R,0.7449664429530202
504,1000,max-degree-R,0.7583892617449665
505,1200,max-degree-R,0.7483221476510067
506,1400,max-degree-R,0.761744966442953
507,1600,max-degree-R,0.7550335570469798
508,1800,max-degree-R,0.7449664429530202
509,2000,max-degree-R,0.7315436241610739
510,200,max-degree-U,0.7718120805369127
511,400,max-degree-U,0.7583892617449665
512,600,max-degree-U,0.7583892617449665
513,800,max-degree-U,0.7583892617449665
514,1000,max-degree-U,0.7550335570469798
515,1200,max-degree-U,0.7583892617449665
516,1400,max-degree-U,0.7583892617449665
517,1600,max-degree-U,0.7583892617449665
518,1800,max-degree-U,0.7583892617449665
519,2000,max-degree-U,0.7583892617449665
520,200,min-degree-R,0.7483221476510067
521,400,min-degree-R,0.7651006711409396
522,600,min-degree-R,0.7684563758389261
523,800,min-degree-R,0.7583892617449665
524,1000,min-degree-R,0.7550335570469798
525,1200,min-degree-R,0.738255033557047
526,1400,min-degree-R,0.7449664429530202
527,1600,min-degree-R,0.7416107382550335
528,1800,min-degree-R,0.7348993288590604
529,2000,min-degree-R,0.7248322147651006
530,200,min-degree-U,0.761744966442953
531,400,min-degree-U,0.7684563758389261
532,600,min-degree-U,0.7651006711409396
533,800,min-degree-U,0.7651006711409396
534,1000,min-degree-U,0.7718120805369127
535,1200,min-degree-U,0.7684563758389261
536,1400,min-degree-U,0.7583892617449665
537,1600,min-degree-U,0.7583892617449665
538,1800,min-degree-U,0.7583892617449665
539,2000,min-degree-U,0.7583892617449665
540,200,saliency-R,0.7516778523489933
541,400,saliency-R,0.7651006711409396
542,600,saliency-R,0.7684563758389261
543,800,saliency-R,0.7718120805369127
544,1000,saliency-R,0.7651006711409396
545,1200,saliency-R,0.7751677852348994
546,1400,saliency-R,0.7718120805369127
547,1600,saliency-R,0.7449664429530202
548,1800,saliency-R,0.7684563758389261
549,2000,saliency-R,0.761744966442953
550,200,saliency-U,0.7718120805369127
551,400,saliency-U,0.761744966442953
552,600,saliency-U,0.761744966442953
553,800,saliency-U,0.761744966442953
554,1000,saliency-U,0.7583892617449665
555,1200,saliency-U,0.7583892617449665
556,1400,saliency-U,0.761744966442953
557,1600,saliency-U,0.7550335570469798
558,1800,saliency-U,0.7550335570469798
559,2000,saliency-U,0.7583892617449665
560,200,random-R,0.7583892617449665
561,400,random-R,0.7718120805369127
562,600,random-R,0.7550335570469798
563,800,random-R,0.7583892617449665
564,1000,random-R,0.7516778523489933
565,1200,random-R,0.7583892617449665
566,1400,random-R,0.7516778523489933
567,1600,random-R,0.7550335570469798
568,1800,random-R,0.7416107382550335
569,2000,random-R,0.7516778523489933
570,200,random-U,0.7684563758389261
571,400,random-U,0.7651006711409396
572,600,random-U,0.761744966442953
573,800,random-U,0.7651006711409396
574,1000,random-U,0.7684563758389261
575,1200,random-U,0.7684563758389261
576,1400,random-U,0.7684563758389261
577,1600,random-U,0.7718120805369127
578,1800,random-U,0.7751677852348994
579,2000,random-U,0.7751677852348994
580,200,max-degree-R,0.761744966442953
581,400,max-degree-R,0.7483221476510067
582,600,max-degree-R,0.7516778523489933
583,800,max-degree-R,0.738255033557047
584,1000,max-degree-R,0.7550335570469798
585,1200,max-degree-R,0.7315436241610739
586,1400,max-degree-R,0.7449664429530202
587,1600,max-degree-R,0.7449664429530202
588,1800,max-degree-R,0.7483221476510067
589,2000,max-degree-R,0.738255033557047
590,200,max-degree-U,0.761744966442953
591,400,max-degree-U,0.7583892617449665
592,600,max-degree-U,0.7550335570469798
593,800,max-degree-U,0.7583892617449665
594,1000,max-degree-U,0.7583892617449665
595,1200,max-degree-U,0.7516778523489933
596,1400,max-degree-U,0.7516778523489933
597,1600,max-degree-U,0.7416107382550335
598,1800,max-degree-U,0.7449664429530202
599,2000,max-degree-U,0.7449664429530202
600,200,min-degree-R,0.7651006711409396
601,400,min-degree-R,0.761744966442953
602,600,min-degree-R,0.7483221476510067
603,800,min-degree-R,0.7483221476510067
604,1000,min-degree-R,0.7550335570469798
605,1200,min-degree-R,0.738255033557047
606,1400,min-degree-R,0.7449664429530202
607,1600,min-degree-R,0.7416107382550335
608,1800,min-degree-R,0.7248322147651006
609,2000,min-degree-R,0.7315436241610739
610,200,min-degree-U,0.7651006711409396
611,400,min-degree-U,0.7718120805369127
612,600,min-degree-U,0.7684563758389261
613,800,min-degree-U,0.7651006711409396
614,1000,min-degree-U,0.7684563758389261
615,1200,min-degree-U,0.7651006711409396
616,1400,min-degree-U,0.761744966442953
617,1600,min-degree-U,0.7651006711409396
618,1800,min-degree-U,0.7651006711409396
619,2000,min-degree-U,0.7718120805369127
620,200,saliency-R,0.7449664429530202
621,400,saliency-R,0.7550335570469798
622,600,saliency-R,0.7583892617449665
623,800,saliency-R,0.7785234899328859
624,1000,saliency-R,0.7684563758389261
625,1200,saliency-R,0.7651006711409396
626,1400,saliency-R,0.7550335570469798
627,1600,saliency-R,0.761744966442953
628,1800,saliency-R,0.7751677852348994
629,2000,saliency-R,0.7516778523489933
630,200,saliency-U,0.7550335570469798
631,400,saliency-U,0.7516778523489933
632,600,saliency-U,0.7550335570469798
633,800,saliency-U,0.7550335570469798
634,1000,saliency-U,0.761744966442953
635,1200,saliency-U,0.761744966442953
636,1400,saliency-U,0.7651006711409396
637,1600,saliency-U,0.761744966442953
638,1800,saliency-U,0.7583892617449665
639,2000,saliency-U,0.7583892617449665
640,200,random-R,0.7550335570469798
641,400,random-R,0.761744966442953
642,600,random-R,0.7449664429530202
643,800,random-R,0.7416107382550335
644,1000,random-R,0.7550335570469798
645,1200,random-R,0.7516778523489933
646,1400,random-R,0.7516778523489933
647,1600,random-R,0.7550335570469798
648,1800,random-R,0.7449664429530202
649,2000,random-R,0.7516778523489933
650,200,random-U,0.7550335570469798
651,400,random-U,0.7516778523489933
652,600,random-U,0.761744966442953
653,800,random-U,0.7583892617449665
654,1000,random-U,0.7583892617449665
655,1200,random-U,0.7550335570469798
656,1400,random-U,0.7550335570469798
657,1600,random-U,0.7516778523489933
658,1800,random-U,0.7483221476510067
659,2000,random-U,0.7449664429530202
660,200,max-degree-R,0.7516778523489933
661,400,max-degree-R,0.7483221476510067
662,600,max-degree-R,0.738255033557047
663,800,max-degree-R,0.7550335570469798
664,1000,max-degree-R,0.7449664429530202
665,1200,max-degree-R,0.7483221476510067
666,1400,max-degree-R,0.7449664429530202
667,1600,max-degree-R,0.7416107382550335
668,1800,max-degree-R,0.738255033557047
669,2000,max-degree-R,0.7416107382550335
670,200,max-degree-U,0.7516778523489933
671,400,max-degree-U,0.7449664429530202
672,600,max-degree-U,0.7550335570469798
673,800,max-degree-U,0.7583892617449665
674,1000,max-degree-U,0.7550335570469798
675,1200,max-degree-U,0.7449664429530202
676,1400,max-degree-U,0.7449664429530202
677,1600,max-degree-U,0.7416107382550335
678,1800,max-degree-U,0.7416107382550335
679,2000,max-degree-U,0.7449664429530202
680,200,min-degree-R,0.7718120805369127
681,400,min-degree-R,0.7684563758389261
682,600,min-degree-R,0.7315436241610739
683,800,min-degree-R,0.761744966442953
684,1000,min-degree-R,0.761744966442953
685,1200,min-degree-R,0.7684563758389261
686,1400,min-degree-R,0.7281879194630873
687,1600,min-degree-R,0.7416107382550335
688,1800,min-degree-R,0.7248322147651006
689,2000,min-degree-R,0.738255033557047
690,200,min-degree-U,0.7449664429530202
691,400,min-degree-U,0.7550335570469798
692,600,min-degree-U,0.7550335570469798
693,800,min-degree-U,0.7550335570469798
694,1000,min-degree-U,0.761744966442953
695,1200,min-degree-U,0.7516778523489933
696,1400,min-degree-U,0.7449664429530202
697,1600,min-degree-U,0.738255033557047
698,1800,min-degree-U,0.738255033557047
699,2000,min-degree-U,0.7348993288590604
700,200,saliency-R,0.7416107382550335
701,400,saliency-R,0.7583892617449665
702,600,saliency-R,0.7583892617449665
703,800,saliency-R,0.7348993288590604
704,1000,saliency-R,0.7651006711409396
705,1200,saliency-R,0.761744966442953
706,1400,saliency-R,0.7550335570469798
707,1600,saliency-R,0.7651006711409396
708,1800,saliency-R,0.7483221476510067
709,2000,saliency-R,0.761744966442953
710,200,saliency-U,0.7550335570469798
711,400,saliency-U,0.7550335570469798
712,600,saliency-U,0.7550335570469798
713,800,saliency-U,0.7550335570469798
714,1000,saliency-U,0.761744966442953
715,1200,saliency-U,0.761744966442953
716,1400,saliency-U,0.7583892617449665
