,# edges,setting,accuracy,privacy leakage,running time
0,100,random-O,0.0,0.83,0.0
1,100,random-R,0.7102102102102102,0.26,2.524334669113159
2,100,random-U,0.6996996996996997,0.25,2.0596299171447754
3,200,random-O,0.0,0.8,0.0
4,200,random-R,0.7132132132132132,0.245,2.44989275932312
5,200,random-U,0.6996996996996997,0.32499999999999996,3.59140682220459
6,400,random-O,0.0,0.8575,0.0
7,400,random-R,0.6801801801801802,0.4,2.3846511840820312
8,400,random-U,0.7027027027027027,0.24750000000000005,2.8019330501556396
9,800,random-O,0.0,0.85625,0.0
10,800,random-R,0.6681681681681682,0.21875,2.490576982498169
11,800,random-U,0.7012012012012012,0.21875,3.0772643089294434
12,1000,random-O,0.0,0.847,0.0
13,1000,random-R,0.6306306306306306,0.18000000000000005,2.4984965324401855
14,1000,random-U,0.6996996996996997,0.28700000000000003,2.6896231174468994
15,100,max-degree-O,0.0,0.85,0.0
16,100,max-degree-R,0.7057057057057057,0.17000000000000004,2.232165575027466
17,100,max-degree-U,0.6966966966966966,0.17000000000000004,2.717564582824707
18,200,max-degree-O,0.0,0.8,0.0
19,200,max-degree-R,0.7192192192192193,0.35,2.498182535171509
20,200,max-degree-U,0.6996996996996997,0.385,2.846792459487915
21,400,max-degree-O,0.0,0.765,0.0
22,400,max-degree-R,0.7012012012012012,0.3325,2.2716119289398193
23,400,max-degree-U,0.7042042042042042,0.24250000000000005,3.0380640029907227
24,800,max-degree-O,0.0,0.8375,0.0
25,800,max-degree-R,0.6861861861861862,0.25125,2.4948678016662598
26,800,max-degree-U,0.7012012012012012,0.13749999999999996,3.587249279022217
27,1000,max-degree-O,0.0,0.763,0.0
28,1000,max-degree-R,0.6861861861861862,0.08799999999999997,2.152857780456543
29,1000,max-degree-U,0.6996996996996997,0.09499999999999997,2.182029962539673
30,100,min-degree-O,0.0,0.87,0.0
31,100,min-degree-R,0.6951951951951952,0.17000000000000004,2.3649048805236816
32,100,min-degree-U,0.6996996996996997,0.010000000000000009,2.498400926589966
33,200,min-degree-O,0.0,0.865,0.0
34,200,min-degree-R,0.6786786786786787,0.010000000000000009,1.9183640480041504
35,200,min-degree-U,0.6996996996996997,0.010000000000000009,2.8955016136169434
36,400,min-degree-O,0.0,0.8675,0.0
