,# edges,JSD
0,200,0.008842885
1,400,0.009766759
2,600,0.009496461
3,800,0.008843974
4,1000,0.011157117
5,1200,0.012011503
6,1400,0.01185277
7,1600,0.012603335
8,1800,0.013150401
9,2000,0.013969757
10,100,0.007632
