,# edges,setting,accuracy,running time
261,100,min-degree-U,0.7087087087087087,5.697231292724609
262,200,min-degree-R,0.6561561561561562,2.9636411666870117
263,200,min-degree-U,0.7042042042042042,3.4611260890960693
264,400,min-degree-R,0.6186186186186187,3.8459420204162598
265,400,min-degree-U,0.6981981981981982,3.324293851852417
266,800,min-degree-R,0.536036036036036,3.1669130325317383
267,800,min-degree-U,0.6906906906906907,4.77684211730957
268,1000,min-degree-R,0.5180180180180181,3.1239144802093506
269,1000,min-degree-U,0.6876876876876877,4.288962364196777
270,100,saliency-R,0.7057057057057057,2.8076577186584473
271,100,saliency-U,0.7012012012012012,4.434084177017212
272,200,saliency-R,0.6846846846846847,3.0217206478118896
273,200,saliency-U,0.6981981981981982,4.582500457763672
274,400,saliency-R,0.6726726726726727,2.77862548828125
275,400,saliency-U,0.6981981981981982,4.73717474937439
276,800,saliency-R,0.6591591591591591,2.7157137393951416
277,800,saliency-U,0.6801801801801802,4.671559810638428
278,1000,saliency-R,0.6561561561561562,3.4758334159851074
279,1000,saliency-U,0.6816816816816816,3.6746766567230225
280,100,random-R,0.6891891891891891,3.565408229827881
281,100,random-U,0.7027027027027027,4.437690019607544
282,200,random-R,0.6846846846846847,3.30904221534729
283,200,random-U,0.7057057057057057,4.23560905456543
284,400,random-R,0.6741741741741741,3.0762596130371094
285,400,random-U,0.7027027027027027,4.23108172416687
286,800,random-R,0.6426426426426426,2.8461172580718994
287,800,random-U,0.7012012012012012,3.1257009506225586
288,1000,random-R,0.6321321321321322,2.7426295280456543
289,1000,random-U,0.6981981981981982,4.215319871902466
290,100,max-degree-R,0.6996996996996997,2.593599557876587
291,100,max-degree-U,0.7072072072072072,3.758568286895752
292,200,max-degree-R,0.6876876876876877,2.598658800125122
293,200,max-degree-U,0.7072072072072072,2.964925765991211
294,400,max-degree-R,0.6966966966966966,2.743023157119751
295,400,max-degree-U,0.7012012012012012,4.071058988571167
296,800,max-degree-R,0.6831831831831832,2.4808568954467773
297,800,max-degree-U,0.6981981981981982,5.443234443664551
298,1000,max-degree-R,0.6846846846846847,2.6420798301696777
299,1000,max-degree-U,0.6966966966966966,3.5874462127685547
300,100,min-degree-R,0.6771771771771772,2.9242594242095947
301,100,min-degree-U,0.7087087087087087,5.020816326141357
302,200,min-degree-R,0.6561561561561562,2.741828203201294
303,200,min-degree-U,0.7042042042042042,2.9022164344787598
304,400,min-degree-R,0.6066066066066066,3.014265537261963
305,400,min-degree-U,0.6981981981981982,2.672565460205078
306,800,min-degree-R,0.6291291291291291,3.074615240097046
307,800,min-degree-U,0.6906906906906907,4.0023016929626465
308,1000,min-degree-R,0.5420420420420421,3.1317784786224365
309,1000,min-degree-U,0.6876876876876877,3.6943626403808594
310,100,saliency-R,0.7102102102102102,3.228839159011841
311,100,saliency-U,0.7012012012012012,4.855756044387817
312,200,saliency-R,0.6846846846846847,3.60945725440979
313,200,saliency-U,0.6981981981981982,4.282142162322998
314,400,saliency-R,0.6606606606606606,2.8953685760498047
315,400,saliency-U,0.6981981981981982,4.469908237457275
316,800,saliency-R,0.6606606606606606,2.458078622817993
317,800,saliency-U,0.6801801801801802,4.409416675567627
318,1000,saliency-R,0.6516516516516516,2.5841383934020996
319,1000,saliency-U,0.6816816816816816,3.420759916305542
320,100,random-R,0.6906906906906907,3.0263171195983887
321,100,random-U,0.7072072072072072,4.870386600494385
322,200,random-R,0.6816816816816816,2.7434864044189453
323,200,random-U,0.7057057057057057,3.3687703609466553
324,400,random-R,0.6756756756756757,2.80265212059021
325,400,random-U,0.7027027027027027,3.7465977668762207
326,800,random-R,0.6396396396396397,2.8607378005981445
327,800,random-U,0.6816816816816816,3.653369665145874
328,1000,random-R,0.6261261261261262,2.442833662033081
329,1000,random-U,0.6891891891891891,3.4931671619415283
330,100,max-degree-R,0.6921921921921922,3.1217384338378906
331,100,max-degree-U,0.7072072072072072,4.56003999710083
332,200,max-degree-R,0.7057057057057057,3.158245325088501
333,200,max-degree-U,0.7072072072072072,3.4765079021453857
334,400,max-degree-R,0.6951951951951952,2.9806735515594482
335,400,max-degree-U,0.7012012012012012,4.933531045913696
336,800,max-degree-R,0.6951951951951952,2.7515721321105957
337,800,max-degree-U,0.6981981981981982,6.618821620941162
338,1000,max-degree-R,0.6846846846846847,2.75844407081604
339,1000,max-degree-U,0.6966966966966966,3.818800449371338
340,100,min-degree-R,0.6771771771771772,2.717998743057251
341,100,min-degree-U,0.7087087087087087,4.887855529785156
342,200,min-degree-R,0.6546546546546547,2.2621028423309326
343,200,min-degree-U,0.7042042042042042,2.823735475540161
344,400,min-degree-R,0.6186186186186187,2.3470208644866943
345,400,min-degree-U,0.6981981981981982,2.625361919403076
346,800,min-degree-R,0.5645645645645646,2.561588764190674
347,800,min-degree-U,0.6906906906906907,3.683255434036255
348,1000,min-degree-R,0.5180180180180181,2.424708843231201
349,1000,min-degree-U,0.6876876876876877,3.7965762615203857
350,100,saliency-R,0.6936936936936937,3.0591700077056885
351,100,saliency-U,0.7012012012012012,5.017924070358276
352,200,saliency-R,0.6846846846846847,3.4401612281799316
353,200,saliency-U,0.6981981981981982,4.327403783798218
354,400,saliency-R,0.6666666666666666,3.077733278274536
355,400,saliency-U,0.6981981981981982,5.419806003570557
356,800,saliency-R,0.6591591591591591,3.5049219131469727
357,800,saliency-U,0.6801801801801802,5.588008165359497
358,1000,saliency-R,0.6816816816816816,3.0852322578430176
359,1000,saliency-U,0.6816816816816816,3.7623348236083984
360,100,random-R,0.7087087087087087,3.2638297080993652
361,100,random-U,0.7057057057057057,5.118563413619995
362,200,random-R,0.6801801801801802,3.70600962638855
363,200,random-U,0.7042042042042042,4.546549081802368
364,400,random-R,0.7012012012012012,2.844069480895996
365,400,random-U,0.7012012012012012,4.112531900405884
366,800,random-R,0.6321321321321322,2.812551736831665
367,800,random-U,0.6921921921921922,4.744889259338379
368,1000,random-R,0.6231231231231231,2.85087513923645
369,1000,random-U,0.6816816816816816,4.585376739501953
370,100,max-degree-R,0.7102102102102102,2.7873263359069824
371,100,max-degree-U,0.7072072072072072,4.484044551849365
372,200,max-degree-R,0.7072072072072072,3.034440040588379
373,200,max-degree-U,0.7072072072072072,3.5285181999206543
374,400,max-degree-R,0.6966966966966966,2.616595506668091
375,400,max-degree-U,0.7012012012012012,4.347888946533203
376,800,max-degree-R,0.6921921921921922,2.846281051635742
377,800,max-degree-U,0.6981981981981982,5.905400991439819
378,1000,max-degree-R,0.6741741741741741,2.5604240894317627
379,1000,max-degree-U,0.6966966966966966,3.672029972076416
380,100,min-degree-R,0.6876876876876877,2.489994525909424
381,100,min-degree-U,0.7087087087087087,4.90622091293335
382,200,min-degree-R,0.6426426426426426,2.355997085571289
383,200,min-degree-U,0.7042042042042042,2.7826850414276123
384,400,min-degree-R,0.6201201201201201,2.528348207473755
385,400,min-degree-U,0.6981981981981982,2.5984950065612793
386,800,min-degree-R,0.5480480480480481,2.3743977546691895
387,800,min-degree-U,0.6906906906906907,4.665410757064819
388,1000,min-degree-R,0.5195195195195195,3.179865598678589
389,1000,min-degree-U,0.6876876876876877,4.555840015411377
390,100,saliency-R,0.6936936936936937,3.0246129035949707
391,100,saliency-U,0.7012012012012012,4.824880838394165
392,200,saliency-R,0.7027027027027027,3.0519561767578125
393,200,saliency-U,0.6981981981981982,4.484771251678467
394,400,saliency-R,0.6711711711711712,2.755408763885498
395,400,saliency-U,0.6981981981981982,4.868006944656372
396,800,saliency-R,0.6546546546546547,2.8118953704833984
397,800,saliency-U,0.6801801801801802,4.4913365840911865
398,1000,saliency-R,0.6786786786786787,2.460662841796875
399,1000,saliency-U,0.6816816816816816,3.074467420578003
