,# edges,setting,privacy leakage
249,400,random-O,0.69
250,400,random-R,0.4475
251,400,random-U,0.44999999999999996
252,500,random-O,0.672
253,500,random-R,0.478
254,500,random-U,0.498
255,100,max-degree-O,0.89
256,100,max-degree-R,0.6799999999999999
257,100,max-degree-U,0.6599999999999999
258,200,max-degree-O,0.8
259,200,max-degree-R,0.69
260,200,max-degree-U,0.615
261,300,max-degree-O,0.7766666666666666
262,300,max-degree-R,0.5866666666666667
263,300,max-degree-U,0.71
264,400,max-degree-O,0.7925
265,400,max-degree-R,0.6325000000000001
266,400,max-degree-U,0.6125
267,500,max-degree-O,0.794
268,500,max-degree-R,0.552
269,500,max-degree-U,0.616
270,100,min-degree-O,0.46
271,100,min-degree-R,0.27
272,100,min-degree-U,0.26
273,200,min-degree-O,0.555
274,200,min-degree-R,0.28
275,200,min-degree-U,0.28
276,300,min-degree-O,0.49333333333333335
277,300,min-degree-R,0.2766666666666666
278,300,min-degree-U,0.2566666666666667
279,400,min-degree-O,0.4925
280,400,min-degree-R,0.30000000000000004
281,400,min-degree-U,0.2875
282,500,min-degree-O,0.554
283,500,min-degree-R,0.30200000000000005
284,500,min-degree-U,0.30200000000000005
285,100,saliency-O,0.52
286,100,saliency-R,0.06999999999999995
287,100,saliency-U,0.010000000000000009
288,200,saliency-O,0.535
289,200,saliency-R,0.12
290,200,saliency-U,0.14
291,300,saliency-O,0.5433333333333333
292,300,saliency-R,0.13
293,300,saliency-U,0.10999999999999999
294,400,saliency-O,0.6775
295,400,saliency-R,0.0024999999999999467
296,400,saliency-U,0.15749999999999997
297,500,saliency-O,0.586
298,500,saliency-R,0.504
299,500,saliency-U,0.354
300,100,random-O,0.66
301,100,random-R,0.51
302,100,random-U,0.51
303,200,random-O,0.68
304,200,random-R,0.475
305,200,random-U,0.45999999999999996
306,300,random-O,0.6633333333333333
307,300,random-R,0.45999999999999996
308,300,random-U,0.47
309,400,random-O,0.7275
310,400,random-R,0.51
311,400,random-U,0.4625
312,500,random-O,0.66
313,500,random-R,0.45999999999999996
314,500,random-U,0.44999999999999996
315,100,max-degree-O,0.85
316,100,max-degree-R,0.6799999999999999
317,100,max-degree-U,0.6699999999999999
318,200,max-degree-O,0.865
319,200,max-degree-R,0.6950000000000001
320,200,max-degree-U,0.655
321,300,max-degree-O,0.8266666666666667
322,300,max-degree-R,0.6666666666666667
323,300,max-degree-U,0.5333333333333333
324,400,max-degree-O,0.8025
325,400,max-degree-R,0.6575
326,400,max-degree-U,0.565
327,500,max-degree-O,0.776
328,500,max-degree-R,0.544
329,500,max-degree-U,0.544
330,100,min-degree-O,0.65
331,100,min-degree-R,0.20999999999999996
332,100,min-degree-U,0.19999999999999996
333,200,min-degree-O,0.5
334,200,min-degree-R,0.245
335,200,min-degree-U,0.18500000000000005
336,300,min-degree-O,0.7
337,300,min-degree-R,0.26
338,300,min-degree-U,0.2533333333333333
339,400,min-degree-O,0.5525
340,400,min-degree-R,0.2825
341,400,min-degree-U,0.25
342,500,min-degree-O,0.526
343,500,min-degree-R,0.29600000000000004
344,500,min-degree-U,0.276
345,100,saliency-O,0.43
346,100,saliency-R,0.010000000000000009
347,100,saliency-U,0.010000000000000009
348,200,saliency-O,0.63
349,200,saliency-R,0.135
350,200,saliency-U,0.0050000000000000044
351,300,saliency-O,0.51
352,300,saliency-R,0.1266666666666667
353,300,saliency-U,0.13666666666666671
354,400,saliency-O,0.66
355,400,saliency-R,0.09750000000000003
356,400,saliency-U,0.16249999999999998
357,500,saliency-O,0.628
358,500,saliency-R,0.17200000000000004
359,500,saliency-U,0.15600000000000003
360,100,random-O,0.69
361,100,random-R,0.42000000000000004
362,100,random-U,0.45999999999999996
363,200,random-O,0.685
364,200,random-R,0.47
365,200,random-U,0.48
366,300,random-O,0.69
367,300,random-R,0.43666666666666665
368,300,random-U,0.49
369,400,random-O,0.6525
370,400,random-R,0.49250000000000005
371,400,random-U,0.485
372,500,random-O,0.622
373,500,random-R,0.478
374,500,random-U,0.44399999999999995
375,100,max-degree-O,0.83
376,100,max-degree-R,0.63
377,100,max-degree-U,0.53
378,200,max-degree-O,0.805
379,200,max-degree-R,0.685
380,200,max-degree-U,0.665
381,300,max-degree-O,0.8166666666666667
382,300,max-degree-R,0.6933333333333334
383,300,max-degree-U,0.6066666666666667
384,400,max-degree-O,0.7975
385,400,max-degree-R,0.6799999999999999
386,400,max-degree-U,0.49250000000000005
387,500,max-degree-O,0.798
388,500,max-degree-R,0.63
389,500,max-degree-U,0.6739999999999999
390,100,min-degree-O,0.45
391,100,min-degree-R,0.19999999999999996
392,100,min-degree-U,0.26
393,200,min-degree-O,0.54
394,200,min-degree-R,0.25
395,200,min-degree-U,0.28
396,300,min-degree-O,0.4866666666666667
397,300,min-degree-R,0.2433333333333333
398,300,min-degree-U,0.29000000000000004
399,400,min-degree-O,0.5225
400,400,min-degree-R,0.28500000000000003
401,400,min-degree-U,0.2925
402,500,min-degree-O,0.548
403,500,min-degree-R,0.31799999999999995
404,500,min-degree-U,0.28
405,100,saliency-O,0.52
406,100,saliency-R,0.4
407,100,saliency-U,0.22999999999999998
408,200,saliency-O,0.46
409,200,saliency-R,0.0050000000000000044
410,200,saliency-U,0.42000000000000004
411,300,saliency-O,0.54
412,300,saliency-R,0.10999999999999999
413,300,saliency-U,0.21666666666666667
414,400,saliency-O,0.6075
415,400,saliency-R,0.15249999999999997
416,400,saliency-U,0.020000000000000018
417,500,saliency-O,0.544
418,500,saliency-R,0.08199999999999996
419,500,saliency-U,0.09799999999999998
420,100,random-O,0.66
421,100,random-R,0.39
422,100,random-U,0.44999999999999996
423,200,random-O,0.63
424,200,random-R,0.44499999999999995
425,200,random-U,0.46499999999999997
426,300,random-O,0.6633333333333333
427,300,random-R,0.43666666666666665
428,300,random-U,0.43666666666666665
429,400,random-O,0.6675
430,400,random-R,0.45999999999999996
431,400,random-U,0.49750000000000005
432,500,random-O,0.702
433,500,random-R,0.46799999999999997
434,500,random-U,0.44999999999999996
435,100,max-degree-O,0.76
436,100,max-degree-R,0.72
437,100,max-degree-U,0.63
438,200,max-degree-O,0.82
439,200,max-degree-R,0.73
440,200,max-degree-U,0.625
441,300,max-degree-O,0.8233333333333334
442,300,max-degree-R,0.6733333333333333
443,300,max-degree-U,0.6133333333333333
444,400,max-degree-O,0.7775
445,400,max-degree-R,0.6425000000000001
446,400,max-degree-U,0.6125
447,500,max-degree-O,0.796
448,500,max-degree-R,0.694
449,500,max-degree-U,0.596
450,100,min-degree-O,0.53
451,100,min-degree-R,0.15000000000000002
452,100,min-degree-U,0.25
453,200,min-degree-O,0.48
454,200,min-degree-R,0.16500000000000004
455,200,min-degree-U,0.255
456,300,min-degree-O,0.5233333333333333
457,300,min-degree-R,0.2566666666666667
458,300,min-degree-U,0.2733333333333333
459,400,min-degree-O,0.535
460,400,min-degree-R,0.20750000000000002
461,400,min-degree-U,0.26249999999999996
462,500,min-degree-O,0.54
463,500,min-degree-R,0.272
464,500,min-degree-U,0.30200000000000005
465,100,saliency-O,0.51
466,100,saliency-R,0.13
467,100,saliency-U,0.14
468,200,saliency-O,0.535
469,200,saliency-R,0.11499999999999999
470,200,saliency-U,0.22499999999999998
471,300,saliency-O,0.6033333333333334
472,300,saliency-R,0.18000000000000005
473,300,saliency-U,0.18999999999999995
474,400,saliency-O,0.545
475,400,saliency-R,0.135
476,400,saliency-U,0.08250000000000002
477,500,saliency-O,0.592
478,500,saliency-R,0.10999999999999999
479,500,saliency-U,0.0020000000000000018
480,100,random-O,0.68
481,100,random-R,0.44999999999999996
482,100,random-U,0.49
483,200,random-O,0.69
484,200,random-R,0.44499999999999995
485,200,random-U,0.44999999999999996
486,300,random-O,0.66
487,300,random-R,0.45666666666666667
488,300,random-U,0.4766666666666667
489,400,random-O,0.6275
490,400,random-R,0.4375
491,400,random-U,0.47
492,500,random-O,0.662
493,500,random-R,0.48
494,500,random-U,0.43600000000000005
495,100,max-degree-O,0.79
496,100,max-degree-R,0.62
497,100,max-degree-U,0.64
498,200,max-degree-O,0.83
499,200,max-degree-R,0.675
500,200,max-degree-U,0.65
501,300,max-degree-O,0.8
502,300,max-degree-R,0.6
503,300,max-degree-U,0.5900000000000001
504,400,max-degree-O,0.7775
505,400,max-degree-R,0.64
506,400,max-degree-U,0.605
507,500,max-degree-O,0.75
508,500,max-degree-R,0.6679999999999999
509,500,max-degree-U,0.61
510,100,min-degree-O,0.54
511,100,min-degree-R,0.18999999999999995
512,100,min-degree-U,0.19999999999999996
513,200,min-degree-O,0.485
514,200,min-degree-R,0.21999999999999997
515,200,min-degree-U,0.24
516,300,min-degree-O,0.5033333333333333
517,300,min-degree-R,0.2466666666666667
518,300,min-degree-U,0.28
519,400,min-degree-O,0.5125
520,400,min-degree-R,0.23750000000000004
521,400,min-degree-U,0.29000000000000004
522,500,min-degree-O,0.55
523,500,min-degree-R,0.28400000000000003
524,500,min-degree-U,0.30400000000000005
525,100,saliency-O,0.53
526,100,saliency-R,0.12
527,100,saliency-U,0.08999999999999997
528,200,saliency-O,0.515
529,200,saliency-R,0.13
530,200,saliency-U,0.0050000000000000044
531,300,saliency-O,0.5266666666666666
532,300,saliency-R,0.08666666666666667
533,300,saliency-U,0.10333333333333339
534,400,saliency-O,0.5325
535,400,saliency-R,0.0024999999999999467
536,400,saliency-U,0.22750000000000004
537,500,saliency-O,0.646
538,500,saliency-R,0.15000000000000002
539,500,saliency-U,0.18200000000000005
540,100,random-O,0.63
541,100,random-R,0.44999999999999996
542,100,random-U,0.47
543,200,random-O,0.7
544,200,random-R,0.42500000000000004
545,200,random-U,0.49
546,300,random-O,0.6733333333333333
547,300,random-R,0.4633333333333334
548,300,random-U,0.4666666666666667
549,400,random-O,0.6625
550,400,random-R,0.44999999999999996
551,400,random-U,0.4575
552,500,random-O,0.708
553,500,random-R,0.502
554,500,random-U,0.45399999999999996
555,100,max-degree-O,0.81
556,100,max-degree-R,0.64
557,100,max-degree-U,0.7
558,200,max-degree-O,0.815
559,200,max-degree-R,0.7050000000000001
560,200,max-degree-U,0.6699999999999999
561,300,max-degree-O,0.8333333333333334
562,300,max-degree-R,0.6166666666666667
563,300,max-degree-U,0.64
564,400,max-degree-O,0.77
565,400,max-degree-R,0.6425000000000001
566,400,max-degree-U,0.5700000000000001
567,500,max-degree-O,0.786
568,500,max-degree-R,0.6639999999999999
569,500,max-degree-U,0.608
570,100,min-degree-O,0.57
571,100,min-degree-R,0.21999999999999997
572,100,min-degree-U,0.19999999999999996
573,200,min-degree-O,0.645
574,200,min-degree-R,0.22499999999999998
575,200,min-degree-U,0.25
576,300,min-degree-O,0.54
577,300,min-degree-R,0.2766666666666666
578,300,min-degree-U,0.2366666666666667
579,400,min-degree-O,0.5775
580,400,min-degree-R,0.2825
581,400,min-degree-U,0.2975
582,500,min-degree-O,0.608
583,500,min-degree-R,0.266
584,500,min-degree-U,0.31599999999999995
585,100,saliency-O,0.47
586,100,saliency-R,0.13
587,100,saliency-U,0.19999999999999996
588,200,saliency-O,0.515
589,200,saliency-R,0.0050000000000000044
590,200,saliency-U,0.11499999999999999
591,300,saliency-O,0.5
592,300,saliency-R,0.08999999999999997
593,300,saliency-U,0.09666666666666668
594,400,saliency-O,0.655
595,400,saliency-R,0.16249999999999998
596,400,saliency-U,0.15000000000000002
597,500,saliency-O,0.646
598,500,saliency-R,0.0020000000000000018
599,500,saliency-U,0.0020000000000000018
