,setting,running time
358,BLPA,69.84431028366089
359,BEKM,58.224435567855835
360,Retrain,6.175689458847046
361,ERAEDGE,0.9061784744262695
362,BLPA,56.24343681335449
363,BEKM,57.31519842147827
364,Retrain,6.197273254394531
365,ERAEDGE,1.2679519653320312
366,BLPA,59.62109661102295
367,BEKM,64.15581703186035
368,Retrain,6.950692176818848
369,ERAEDGE,1.9190146923065186
370,BLPA,65.16164183616638
371,BEKM,62.3322970867157
372,Retrain,6.55446720123291
373,ERAEDGE,1.4805223941802979
374,BLPA,53.606263160705566
375,BEKM,66.57606768608093
376,Retrain,6.423577785491943
377,ERAEDGE,1.6082701683044434
378,BLPA,65.32076048851013
379,BEKM,53.55943942070007
380,Retrain,6.700196266174316
381,ERAEDGE,1.70542311668396
382,BLPA,54.29865479469299
383,BEKM,61.10829210281372
384,Retrain,6.658762454986572
385,ERAEDGE,1.8145911693572998
386,BLPA,52.35022282600403
387,BEKM,57.97986626625061
388,Retrain,6.11018705368042
389,ERAEDGE,1.051870584487915
390,BLPA,59.09042692184448
391,BEKM,65.04664301872253
392,Retrain,6.465896368026733
393,ERAEDGE,2.2636773586273193
394,BLPA,57.88971471786499
395,BEKM,62.922767639160156
396,Retrain,6.548038482666016
397,ERAEDGE,1.400651454925537
398,BLPA,55.674270153045654
399,BEKM,62.27818059921265
